id;name;text;time;likes;reply
UCnWtLwl4ENJyYTX7fC-CI5w;@NikoKun;"The thing about AI, that makes it different from past forms of automation, is this time we&#39;re automating human cognition, rather than merely strength or speed.. At some point, it&#39;s intelligence, capabilities and value to businesses, will outweigh that of humans who used to work those jobs. While a few new jobs may be created, they&#39;ll be a for a small minority, NOT the masses who&#39;ll be displaced by AI! There simply won&#39;t be enough jobs to go around for everyone, and we need to start redesigning our society, to remove jobs from the justifications for how we distribute basic resources to people. Plus, AI took years of data and content from everyone, to train it, so it should benefit everyone. If it takes away jobs, it should pay taxes to provide an AI Dividend to all of us!";2024-01-04T18:46:37Z;325;
UCMpmZIK92SKPDYTSO4STwSQ;@marcusmoonstein242;"The problem with predictive AI is that it bases its predictions on past patterns in the data. This means it&#39;s almost useless at spotting black swan events or predicting the performance of anything truly original.";2024-01-05T05:31:52Z;71;
UCA56fd6EFqvPnrrPzECPXfQ;@joshualobo5337;"I think the problem started way before generative idea. The idea of &#39;content&#39; for views and advertisement encouraged artists, filmmakers, practitioners of real artforms to become ambiguous &#39;creators&#39;. Take this video for example, stock clips and images are inserted to fill in the gaps between real and archival footage. They are unrelated, repetitive, yet we tolerate it because of the illusion of continuity the medium of video has. At some point it doesn&#39;t matter what we&#39;re listening to or watching, it becomes distilled to pure attention.";2024-01-08T08:16:32Z;64;
UCDvPyn2VPvJ3rOw0Vz21HGw;@leonardccto;Tom Cruise can now be the lead actor in action movies for another 50 years.;2024-01-06T05:06:44Z;64;
UC7sdTkESvNO5vOHKcCmvcJA;@ruebenjesse;Seems like AI will just make everything generic and appeal to the lowest common denominator;2024-01-05T16:04:28Z;50;
UCXyd8G-xqE37wlQOklKqfdg;@OverlandExposure;So are humans though.;2024-01-05T06:15:55Z;48;UCMpmZIK92SKPDYTSO4STwSQ
UCz-Iqmnh75i7Z4kLKxbsOBg;@ModernAmplification;"&quot;musicians get paid per play&quot; is a myth.";2024-01-04T16:04:16Z;37;
UCSjM8KQarRAF-_INXR74kXg;@Anders01;Yes, AI will become huge in game development, I even believe that AI soon (within a few years) will be able to automatically generate a whole video game from a single prompt, all the way from coding to storyboarding and art design.;2024-01-06T09:00:16Z;33;
UCa8_1Gu61gGsTtUW1c88ZTg;@pentapox9665;"Ok, everyone, we are concerned about jobs...but shouldn&#39;t we also be concerned about the quality of art and its effect on culture?  There has been a noticeable decline in the quality of film, video, and music.  Are these tools enhancing the quality of art, or are they just making the processes easier and faster?  What does an easier, faster process mean in terms of art quality?  If the present is any indication, then we will be assaulted with tons of low effort, low quality junk.  Not better, just more and worse.";2024-01-04T15:57:05Z;32;
UCBejynvw0EeTUBHh6FybRgQ;@tomshackell;"To me this is exactly the right question. Automation marches on just as it has for the last 200 years, every year more things are automated that previously had to be done by a person. In my mind this tide is inevitable, trying to hold it back is a waste of time. However, your question is the right one: how will we share the spoils? AI could be something that leads to a life of luxury &amp; leisure for all. Or it could impoverish most and enrich just a tiny minority. The real question here is how we can make sure it benefits everyone.";2024-01-04T21:45:01Z;28;UCnWtLwl4ENJyYTX7fC-CI5w
UCUobMFpKy_-M6SgRXLVSfUQ;@CalsAdventures;Well, at least nature documentaries can forever be narrated by Sir David Attenborough. That is a genuine weight off my mind.;2024-01-04T22:06:57Z;25;
UCkGSfFb7KTR5lyEFOusEnWQ;@Mitaka-Asa;My company tried to use AI for my job. but it failed because no customer wants to talk to AI generated speech;2024-01-05T23:59:40Z;23;
UCnSh-JMBW7iSEik8JOrce_Q;@LizardManFromTheEarthCore;"Generative AI: steals from human artists to fill it&#39;s databanks and spills it back, like it&#39;s something new, without paying a single penny to real artists. Theft and greed.";2024-01-05T03:51:59Z;19;
UCz2_VZsgApr6CE91yaEV2mA;@gwenaellepage;What a sad time when scripts are written to please people instead of making people discover something they might not have thought.  Human imagination is being replaced by predictable stories to guarantee profits at the box office;2024-01-04T21:08:49Z;19;
UCg-7wBun3xJIw3NsC2vxzjw;@Yutappy99;If you take away the ability to create then you take away the soul of humanity. Being able to dream and create is what defines us as a species.;2024-01-07T12:50:11Z;16;
UCidD9U1oANDAYD8bMLQo8Kg;@LarsRichterMedia;"@@tomshackell That is one of the right questions to ask. Another one, though, that most people don&#39;t seem to think about is energy. Will we have enough clean energy to power all of the stuff we still need to electrify (like steel making etc.) and then add AI and robotics on top of it? There are significant doubts regarding this. People seem to believe energy will only ever get cheaper and more abundant. The opposite could become a reality fairly soon as well.";2024-01-04T22:59:16Z;16;UCnWtLwl4ENJyYTX7fC-CI5w
UCCCbEP3NibYdNQ75YbCTaNw;@skimmingstone3energyrecords;So many jobs will be lost to Ai...we need a universal income..so folks can live.;2024-01-04T15:19:22Z;16;
UC5xSswOq7bcKVNML8AQhrUQ;@jackcloud8547;"What a great documentary! One of my friends who&#39;s just graduated high school is trying to pursue an arts degree in Animation, and I still didn&#39;t have the courage to tell her the threats of AI cuz she&#39;s so nice and innocent.";2024-01-08T14:15:10Z;14;
UCqQWmLAn_t_03tgjtW4GEJg;@WizPatrus;"There will still be room for humans in the proofing/editing roles. AI can certainly make people more productive by removing a lot of the more repetitive tasks, but it&#39;ll still require some human judgement along the way. No denying that jobs will face demand destruction, though.";2024-01-04T15:29:54Z;13;
UCaBjHHSf0fx-GQm4REy7DBg;@hansbleuer3346;"There are two problems:<br>- The virtual is not the real world.<br>- Stealing data from the internet (violating copyright law) is not a sustainable business model.<br>I&#39;m author of 3 books in the field of leadership; Open AI has violated my copyrigths.";2024-01-06T10:59:51Z;12;
UCkgy8GUxsRYvXMP_pNzUTsg;@antixdevelopment1416;I think the real question that people want answered is.. when will AI be able to generate better content than hollywood currently does? I mean come on.. holylwood set the bar pretty low these days!;2024-01-06T09:20:57Z;12;
UCzAVWM2LYr-XkZVZsuTWiRg;@morjer5263;The first 10 minutes are basically propaganda while the last 10 minutes barely scratch the surface of the dangers of AI and all the highly unethical problems behind the tech.;2024-01-05T12:17:09Z;12;
UCu1-WI4w6_w0XPpaivLbxYQ;@parthasarathyvenkatadri;"That is precisely why they are black swan events even human beings can&#39;t predict them occuring ..";2024-01-05T10:58:14Z;12;UCMpmZIK92SKPDYTSO4STwSQ
