id;name;text;time;likes;reply
UCtAyjoOSxroCFthpkIhiCEQ;@Because_Truth_Matters;From accountants to Engineers, not many are safe.;2023-06-03T02:56:27Z;152;
UC0bTh1kxKq8326pm_3xdryg;@jamespowers8826;"Anytime someone says that this or that job could take a long time to be replaced by AI, I question whether they actually understand AI. AI is improving exponentially now. That&#39;s a hard concept to grasp. &quot;A long time&quot; in AI development is a single day.";2023-06-06T11:54:31Z;114;
UC8GSzEAjTdFdieOqy0ROJtA;@iqbalmatondang;"I wish all of the world&#39;s leaders today could be changed by AI";2023-06-03T06:29:43Z;73;
UCTK51MF58vn0nrFuJ3VJsbQ;@17Perez;"We should boycott businesses and companies that want to replace humans with AI. <br><br>Unless we have a system where those replaced by AI will gain some time of benefit, we should not let AI take over in the workforce. Companies only care about profits, not people. If we don&#39;t do anything about it we are affirming that they can indiscriminately replace people with AI without consequences. Millions will be out of work and the competition for some positions will be fierce.";2023-06-03T08:45:18Z;71;
UC3In6vQ8k3kp6i8gs3hqf8Q;@jonnanderson6489;If you shower before work - worry. If you shower after work - worry later.;2023-06-03T08:19:53Z;55;
UCkGGQQs-zCO-g8lUdeguk6w;@1964mcqueen;CEOs could easily be replaced. AI can analyze more data, know virtually everything happening in even the largest companies, and make decisions much faster and without emotion.<br>Or, they lay off most of their workforce and award themselves enormous bonuses.;2023-06-15T02:36:31Z;40;
UCfqfaG7xC0KRaEgdKR2VW-A;@fable8335;The most terrifying thing about ai is the fact that this broken tech is going to be trusted with way too much;2023-06-08T13:02:08Z;39;
UCnWtLwl4ENJyYTX7fC-CI5w;@NikoKun;Their list is a bit off.. Creatives and teachers are both at high risk from AI. The jobs that remain at low risk on their list, not everyone can do those, in fact most people actively do not wanna do those jobs.;2023-06-03T12:35:36Z;34;
UCKU_HTkqdKFcD0ABjVKvNww;@lineage13;"In the beginning it will just mean software companies will hire 50% less software developers. But the terrifying thing is the rate that AI is advancing at because it builds on it&#39;s self. Soon AI may replace everyone.";2023-06-03T03:21:12Z;26;UCtAyjoOSxroCFthpkIhiCEQ
UClt9fnuXwhfvD2_8YSenVKA;@user-kn6vw4sr2r;I was thinking of becoming a p0.rn star but even that is not safe with deep fakes;2023-06-14T10:59:00Z;26;UCtAyjoOSxroCFthpkIhiCEQ
UC1Lv9PZiV49hAWflvqGb-3Q;@Recuper8;"Here&#39;s an exhaustive list of jobs that never have to worry about technology taking from a human:_<i>__,____,____</i>";2023-06-04T19:38:33Z;19;
UCaV-0YOAXY03jTtsHw5bXFQ;@linkinparkforlife6506;If AI can take my job, i wish it takes over the world and desroys everything;2023-06-14T05:45:00Z;17;
UCrERDkzy9EJbzpPsOeD3cVg;@cHVF;"that interviewer getting replaced by AI would be a positive, I&#39;m thinking..";2023-06-03T20:35:06Z;17;
UCsiZ9YemU6dWSeldjPs92IQ;@r1pperuk;As a creative Ai is already decimating the industry. Ai is coming for way more jobs than society is prepared for! 30%-50% of the entire workforce could be replaced by 2040. Staggering impact.;2023-07-06T17:46:12Z;15;
UC6P0DbkaZ3EDwhlX08Bo8gA;@GrumpDog;"@@TheCommunicationCoach Where have you been? That used to be the general consensus, but as it&#39;s turned out, those are already some of the first jobs to go. Look at the concerns of the writers strike.<br>Creatives can still make themselves unique and find ways to make money. But the days of businesses paying &quot;creatives&quot; a regular wage, are likely over.<br>Another job that&#39;s soon to be over, voice actors. Some of the AI generated voices are getting crazy impressive, and can even add emotional emphasis to what they&#39;re saying. Same goes for translation voice actors, as they&#39;ve figured out how to get an AI to generate translated voices, using the same voice as the original non-english actor.";2023-06-04T00:48:18Z;13;UCnWtLwl4ENJyYTX7fC-CI5w
UCQldn2GFWlSQyhGWAzvgU0g;@BillSias-op7xw;The most endangered job is author and futurist.;2023-06-03T12:10:20Z;13;
UCv6uCN-oMRrHkrCtfBiEHUw;@manifesting.inner.g;Why..... Would you make something that can take from millions of people.... What are people supposed to do for work? You guys are deplorable. This need for greed will NOT work. The people WILL win....;2023-06-03T06:05:17Z;13;
UCHw2qvO8mOA8N0eo32UfS9Q;@labloke5020;He really is not good at explaining thing - here is a break down: If you are working with a hands and feet then you are safe for now because it requires robotics and if you work front of the computer all day in the office environment, your job is not safe. This includes computer programmers as well as those people who are developing these AIs.;2023-06-03T04:53:48Z;13;
UCxQ0nZKYr6ufgGMP0GAswQg;@knowledgeable832;Politicians should be changed with AI.;2023-06-14T16:29:47Z;11;
