id;name;text;time;likes;reply
UClaZlcA6eSU7UET07FExgIA;@Howtofewithlove;"The jobs at risk starts way back at <a href=""https://www.youtube.com/watch?v=avqMUyNrkGY&amp;t=503"">8:23</a>";2023-10-15T08:14:13Z;214;
UCv6c_hFFsK4w4LGT-IbON2g;@HallowJester;I don’t understand how anyone can think Ai is a good thing, from what I’ve been hearing it just comes with a insane amount of negative and just terrifying aspects if anything I just get more scared hearing about all the things it can effect especially making others lose their jobs i dont know how someone’s supposed to make a living and work without being terrified;2023-10-08T07:30:04Z;123;
UCSI-fwxVX-4XDCFn7xXmsYA;@hilaryjlittle;No one thinks their job will be taken because everyone thinks they’re an exception;2023-09-30T19:01:39Z;71;
UCYvek4ZumpFPJFEbxU4IWeA;@mannykhan7752;I think companies would think hard before replacing the entire workforce with AI. Lawmakers have to step in and put a stop (or temporary brake) to AI because that will create a lot of liabilities that would basically do nothing but claim employment insurance from the government. This would have such a cascading effect on the economy that not even AI could fix.;2023-10-09T08:59:24Z;66;
UCvIFkod_R8GrPP3EsvpW0Lw;@TerryTappArt;"Why aren&#39;t CEOs, CFOs. COOs, and investors afraid of being replaced?";2023-08-24T01:07:38Z;53;
UCYBtKKZ1ogdymLZ3gPCuElQ;@medianvideos;"AI has already replaced my job as a copywriter. A friend was told directly by a guy who works for an advertising agency and he said &quot;We use Chat GPT now, and then might hire an editor to check over the final copy that&#39;s written by the AI. We don&#39;t need to hire copywriters full-time now.&quot; So yeah, I am virtually unemployable now… and I send many many job applications and never heard back from any of them. It&#39;s already happening, right now.";2024-02-16T08:27:09Z;52;
UCBGNTt9plD4swS4itdXDRkQ;@michamarkiewicz5355;"AI doesn&#39;t have money";2023-08-30T10:37:23Z;31;UCvIFkod_R8GrPP3EsvpW0Lw
UCWYYz0mHhwGSeRBNjr5RLPA;@Juli-bm7yl;AI and automation is definitely a good thing overall, it’s just we live under an economic system where we need to work to get money to pay for things. it’s not AI, it’s capitalism;2023-12-27T04:51:30Z;26;UCv6c_hFFsK4w4LGT-IbON2g
UCO71th3n5BFJ5h-tE6ubOVQ;@irenleorr5539;People in general think that they are something special and exceptional;2023-10-18T09:51:42Z;26;UCSI-fwxVX-4XDCFn7xXmsYA
UCtYgCNwj-u1UI4agd3PP-IQ;@nsshing;As a software developer, one immediate threat to those low productivity workers is the massive drop in cost of automating tasks.<br>Automation in the future will require a lot less budget to hire developers. Those tasks that used to be too expensive to automate will not be anymore.<br>Even as of today, in some occasions, LLMs itself (with some setup) now can be used on-the-fly as automation tools without having to hire developers to write any code.;2023-12-05T18:34:40Z;20;
UCzfVgxNlXHwmgAvja4J5XqQ;@danyukhin;"thx<br><br>office administration, legal and business &amp; financial operations (boring, repetitive tasks) are on the way out, basically";2023-12-22T20:08:34Z;20;UClaZlcA6eSU7UET07FExgIA
UCVSUlObWaZowBVrM-7vpy5g;@sss1029;@@kevinc721 human art is deliberate and can be meaningful. AI art is made up of random squiggles and has no intent or meaning behind it because the algorithm isnt sentient, it just compiles something for you;2023-11-02T11:14:01Z;16;UC5eIkohAcVmw5ELRRcX8ZFw
UCSmO_0hjZS0iimNQuEd3BIg;@WilliamBTCWallace;@@irenleorr5539We are exceptional.  It’s all a matter of perspective. The chances of us ending up as human beings on this planet at this time are incalculable. I would say that’s exceptional.;2024-01-20T01:26:14Z;13;UCSI-fwxVX-4XDCFn7xXmsYA
