id;name;text;time;likes;reply
UCaq9Fp7PUW6FTpQLMMDc9BQ;@deathlytree434;"Modern person- &quot;we have machines and Ai each that can do the work of thousands people&quot; <br>Past person- &quot;so you guys dont work anymore and dont use money just enjoy the fruits of the machines then?&quot; <br>Modern person- &quot;no it actually takes the jobs and money tied to peoples ability to survive while also making CEOs even richer richer&quot;";2023-02-03T00:18:46Z;37;
UCu83Ynk4Et4jF-dxIIWk-LA;@Irfan_Ali18;This is leading to increased efficiency, lower costs, and new revenue streams, as well as changing the way businesses operate and interact with customers. However, AI also raises important ethical and social questions and its widespread adoption may displace certain jobs and industries.;2023-02-02T23:30:28Z;16;
UCswtFm3i1U_Jubr9QbrPizw;@horribleoggy3325;The only thing about robots is they make rich people richer;2023-02-02T23:58:04Z;14;
UC4o6HlTD7CS5moRi8Q70xFw;@AGirlofYesterday;"All of these news reports place the burden on the worker. &quot;You better prepare so AI doesn&#39;t take your job.&quot; Seriously? How exactly does one prevent that? Become a machine? It doesn&#39;t matter how many &quot;irreplaceable&quot; skills we develop, capitalist corporations will find a way to replace us with tech if it will save them a buck, even if the machines lack a human touch and the results are imperfect.";2023-02-11T16:37:13Z;11;
UCWQIZN2u2V9G1Caa_3OCIiA;@redMaple_QC;"It&#39;s the wet dream of corporations";2023-02-03T00:51:21Z;9;
UCRR6El9hGFzAxFYhV5lwccg;@lazarusblackwell6988;"Lets be honest.<br><br>When AI replaces blue collar jobs,these people wont find new work as &quot;programmers&quot;.<br><br>AI will do everything way better and more efficient then ANY human being.";2023-02-08T11:05:59Z;8;
UC203vTtpP9ButjGNT5MkdMQ;@johnperrry215;"Also Michael crouch says that technology is stifling our consciousness and influencing us to act in irrational and unproductive ways.<br>Technology is evolving at light speed and we have not evolved the ability to control it&#39;s consequences.";2023-02-02T23:40:20Z;7;
UChuik1DlPEj_rmqCfEuGpMg;@70athens;"keep on telling yourself (and the watchers) that it is &quot;just a tool&quot;                                                                                                      <br>love (not)  the last comment &quot;this is not coming to kill us it is coming to help us&quot; i am sure this is the premice of all AI sci-fi movies";2023-02-03T07:08:23Z;6;
UCRqlTDbCvj8TOxbwMwp96UQ;@taimalik1110;"now if only AI could change the US gov&#39;t and the news media for the better.....";2023-02-02T23:41:57Z;6;
UCh2sjqKBSdYFn4CP9iKHwrw;@MAA-jl7rq;Unless AI start buying food and homes and send its kids to school,  I would leave it alone;2023-02-02T23:15:58Z;5;
