id;name;text;time;likes;reply
UCp0Wxt8B7_SycbX709glilQ;@macles9051;Over here in Poland, the situation in IT job market is so dire that it is considered a crisis. Massive lay-offs + impossibility of getting an entry job in IT.;2024-03-13T12:41:09Z;34;
UCJi5bJjawV-vBG7ueeo5wGg;@jikan-tabi-1888;So the billionaires will continue to prosper while the thousandaires will continue to struggle.  Oh great, a society with an increasing unemployment rate (40%+) and wealth gap.  What a future to look forwards to. 🤦🏼;2024-03-07T18:37:07Z;9;
UCcZXCjqMbI_Hp1IfNSiKO0w;@Sajuuk;"We demand shocks and stuns. The   industry can&#39;t do without it.";2024-03-01T15:31:31Z;4;UCvKRFNawVcuz4b9ihUTApCg
UCDBULts0mjF0YwZ0s89CYkw;@obladioblada6932;I am glad to see one of the main voices of the extraordinary advances of AI discussing UBI.;2024-03-03T21:15:32Z;4;
UCXhILbicaYoP2Gye_yaLZng;@jurajchobot;"Same in Slovakia, since 2023 90% of Junior roles are gone. People only hire Seniors and even those are in trouble as IBM in capital city currently laid off 1 500 employees that were frequently seniors and they want to lay off 500 more next month. That&#39;s 50% of their work force and half of the IBM campus in Bratislava. Imagine 2 thousand Senior software developers looking for a job in a city of 400 thousand people. That campus used to employ 1% of the city&#39;s population.";2024-04-13T12:27:26Z;3;UCp0Wxt8B7_SycbX709glilQ
UCigTQRD4S1weysFmW9pwKdQ;@MonsieurSansHonte;If there are no employees, what does that do to economies?;2024-03-04T18:29:20Z;3;
UC5xTRo48Y71YSu3U0kONZ0A;@VastIllumination;Love that you covered Bernays, Chomsky, Walt Lippman etc.. So pertinent!;2024-03-01T17:33:31Z;2;UCvKRFNawVcuz4b9ihUTApCg
UCLpyZbqaWPFiHVf9LQtF78g;@tamtrinh174;"layoff is not because of ai doing our jobs, it&#39;s because there isn&#39;t job to do anymore. AI has nothing to do with this";2024-04-13T12:36:22Z;2;
UCM714QIDjEM4Bk8l60WMQ9w;@Native722;I work in tech support and my whole department is about get laid off due to outsourced to India.;2024-04-07T13:56:32Z;2;
UCmLEsFrl5Y2JdZWWomDqrFQ;@Dipj01;"Fir the most part, AI is not the cause, yet. The industries simply don&#39;t need more workers. They figured out they don&#39;t need to keep hiring. Infact most of their workers weren&#39;t even doing anything meaningful. <br>But AI will eventually replace workers on a massive scale, and it&#39;ll make these layoffs look tame.";2024-03-04T19:00:58Z;2;
UCGW7i-D09p0z8eXePACwDBA;@user-xi4jw4mh7p;Hi David, long time I haven’t been around your channel. Just wanted to say thank you for all you are doing and sharing. Wish you all the best;2024-03-04T16:49:31Z;2;
UCE9Azbc9e3D4K8TNERgx7gw;@GurbyTheGreat;We just gonna ignore the fact that interest rates went from 0% to more than 7+%, there was insane growth during the covid era for tech spending that has massively cooled from the peak and inflation...<br><br>Almost no software developer is being replaced with ai at this point.;2024-03-03T20:07:53Z;2;
UCoLPgSBt7YVRDcOpTfvkRCw;@matts2488;I would never use a product from a company with no employees just enriching investors. I suggest others take same stance.;2024-03-03T18:44:17Z;2;
UC02FZfNoa_KzsBjM66s5dLQ;@HE360_Games;"Come drive a bus or truck. There are NO bus or truck driving layoff and there&#39;s not as much competition in getting a job despite bad economy, A.I., or whatever! We don&#39;t have these problems.";2024-04-30T15:05:14Z;1;
UC8ggt6S1VxskydmiqPJzgZA;@listeningtoreason5499;Socialism<br>Is needed now;2024-04-28T17:24:39Z;1;
UCAo2vLlfJPBLiqtxoICiYIA;@biggiebagger2710;Skill issue;2024-04-27T03:31:57Z;1;
UCgM2InkssPB-8HsF1zLRWdg;@airborneranger-ret;"Um, WADR, &quot;Tech layoffs&quot; is incredibly vague. Any more detail? Coders? Software engneers, System analysts, tech support, cyber-security? Or just liberal studies people who attended meetings?";2024-04-25T12:54:36Z;1;
UCZG9sBTk9nOmUpi-u2w960A;@Jack.Ashford;This is terrifying because I am currently studying to get my CS degree and from what you’re saying I’ll be totally destitute after being in such bad student loan debt coupled with post graduation unemployment;2024-04-25T06:10:10Z;1;
UCtHpIohfUPCTOziYPHAI5Tw;@dariobotkuljak9673;AI is not going to replace developers, saying this as someone who tried to use chatgpt to help my work. AI is just a more fancier term for layoffs due to financial reasons;2024-04-25T04:10:08Z;1;
UC5d4SKj71urqnWNQf-HUfwA;@RewayahRoy;Nope, not subscribing to you, I already know your political side by merely your name. I am sorry that YouTube suggested you for me to watch due to their stupid analytics. Goodbye.;2024-04-24T23:08:59Z;1;
UCA1PqQUKjSAIGK3jTcpbRNw;@balance555;You guys heard of andrew yang and Martin Luther jr? Is so then go read there books. This country has money but its fucked up and the people are fuffering for it.;2024-04-18T22:34:23Z;1;
UCvV-QpKikNzKgpgm9xUJQCA;@donniethesportsguy893;Yet government saying tech jobs market growing smh;2024-04-12T16:58:37Z;1;
