id;name;text;time;likes;reply
UCYs8idtQRO061k9Ej0Xny4A;@hanzojpalm7779;"So it turns out... Devin is a lie.<br><br>Search for &quot;Devin is a lie&quot;";2024-04-17T22:07:10Z;10;
UC5OpK-u3EoOMptMByT4VPng;@dimitrisptrs;"That didn&#39;t age well";2024-04-16T10:00:12Z;8;
UCU7vMuGljoFxMZHmVEP9sTw;@satyamraj2476;"<a href=""https://www.youtube.com/watch?v=AgyJv2Qelwk&amp;t=35"">0:35</a> it aged well";2024-04-26T14:43:03Z;6;
UC3n-MbONU0i07NVRgVDmqRQ;@Jojo-sz9nu;Waiting for the next fireship video saying this shit is a scam 😂😂;2024-04-17T06:19:20Z;5;
UC6Qa_-o9PeZ-5gs1sFsgbeQ;@sidfoster1777;First AI came for the artists, i didn’t speak out because I was not an artist.<br>Then AI came for the musicians, i didn’t speak out because i was not a musician.<br>Then AI came for the writers, i didn’t speak out because I was not a writer.<br>Then AI came for me and the other programmers, and no one was left to speak for me.;2024-04-16T15:14:50Z;5;
UCWbeyDk-rhUVYuwgzO6kEfA;@markctaylormade;"Plot twist: AI coding is powered by a massive turk system: tasks are routed to billions of comp sci grads in India who can&#39;t get visas working in parallel";2024-04-23T22:55:07Z;4;
UC7qOMRVf5mQOpOlnuKFWKMw;@leothelion8796;"<a href=""https://www.youtube.com/watch?v=AgyJv2Qelwk&amp;t=213"">3:33</a> &quot;smart people.&quot; Shit take. AIs cant fucking write a program to savs their life. Nothing but fear porn. If only the shit u said were true but theyre straight up dense as fuck.";2024-04-10T05:36:47Z;3;
UCsEVFOXwANPVtQ4tccfLfXA;@AverageTrainEnthusiast;You know this is literally the exact same thing the Art community said a year ago when Stable diffusion started pumping shit out.;2024-04-13T17:10:31Z;3;UCLsMfLx-WaargcPDmCS9fOw
UCX9QBogUOjm1gEuwxcjPo7g;@parkourboy890;"Turns out the Devin thing was a ruse: <a href=""https://www.youtube.com/watch?v=tNmgmwEtoWE"">https://youtu.be/tNmgmwEtoWE?si=Sf3O0E66Y7vSRRA5</a>";2024-04-25T20:51:31Z;2;
UCVQFj43T20ohoRRyo0Ihp1Q;@xyroasura8780;Devin is a scam dw, ai isn’t that powerful yet;2024-04-14T03:02:19Z;2;UCrqxRY5dZMuiHlCmGSsMaHQ
UCjhLFZifF7d5c8Qo9yhsZWA;@PostUberClarity2.0;Bruh dafuq i do;2024-04-10T23:27:45Z;2;
UCNLxkQUJamQCb9i6OpmCujA;@maggiem6209;"Get a job in art.<br>Art is replaced by AI.<br>Get a job in programming.<br>Programming is replaced by AI.<br>Get a job in grunt work.<br>Grunt work becomes under-paid, undervalued and overregulated.<br>Congrats, AI engineer &quot;miracle workers&quot; you deserve the depths of hell.";2024-04-10T18:25:16Z;2;
UCJ9MLMTlpZugbwPsCcDLFjg;@Cure_Diarrhea;when i go into a McDonalds There is no Cashier but a big Touch Screen thing where you can make your Order now. we also get these new vending machine stores that have open 24/7;2024-04-06T12:07:19Z;2;
UC21TWO5qypuW3FJTseZ-Bdw;@Coleman2017;Idk I think we should ban AI;2024-04-03T14:47:51Z;2;
UCYbAyIFnYMRq7EKPGXHc0CQ;@derektheg946;Why do software engineers want to engineer something that makes them lose their job💀;2024-04-26T21:30:26Z;1;
