id;name;text;time;likes;reply
UCG-_wYnC1NJFT9HldPsrvxQ;@notmyrealname2874;"Starting with &quot;Graphic Design&quot;.... already gone";2024-03-20T11:21:21Z;46;
UC4LEwyBFTpbO-ytkswTM01g;@nex-ex5100;Go to school for I.T. they said, guaranteed job of the future they said.....;2024-03-20T12:50:53Z;39;
UCXNAxQC_QllLrid-4PNiJpg;@god1971b;Liar.  AI would wipe out a customer base.  Productivity would go up, but with no customers that will not help.;2024-03-20T11:36:09Z;35;
UCzX1ZxB9MDqT6PmxLZrh6Ag;@citizen762;AIs greatest use so far has been in the form of making memes.  😂;2024-03-20T11:37:59Z;19;
UCWZUkMql1ttZNOAZsw6Eo4Q;@elmosweed4985;Technology has been taking away jobs since the first machine was made.;2024-03-20T13:10:45Z;16;
UCJeVJt8ULo6C1fyGZAQP1jg;@seminky5341;Will it secure greed?;2024-03-20T11:17:56Z;15;
UCDk0o8tkRA6MsIlq2lZWbTA;@franklin9400;"He means the 1% who own the AI&#39;S are going to do very well. The other 99% of us. Not so well.";2024-03-20T11:27:22Z;14;UCJYurOF23XzdYlpAzxhN_JQ
UC8nNYyLAbFjeKEsXVCZVZYg;@Wildboy789789;Horse groomers r still mad about cars 😠;2024-03-20T12:37:49Z;12;
UCJYurOF23XzdYlpAzxhN_JQ;@williamforsyth6667;How will AI create jobs, when it will be smarter and cheaper than most humans?;2024-03-20T11:21:52Z;12;
UCuNX0cU0ATFxRLLf_UCClwQ;@perer005;Q: Will people be starving in the streets?<br><br>A: The US stock market will go up!;2024-03-22T11:17:17Z;7;
UC-g5mxiUXTKs8A7MwVurqZw;@jandn39;Terminator movies!! It will come;2024-03-20T11:24:37Z;6;
UC_vzUjy_y3KiYy4N333U1MA;@LIONTAMER3D;"Let&#39;s be PERFECTLY CLEAR: The housing market crash was predicted as early as 2006 by a very wide range of academics &amp; professional subject matter experts.";2024-03-20T14:41:17Z;5;
UCfrP2hjRhVYUsVXQOnV07zg;@jcmorton899;The same way that the industrial revolution created jobs.. yes a lot of shitty factory jobs were replaced by machines... many many new jobs that didnt previously exist emerged.. get it?;2024-03-20T11:38:28Z;5;UCJYurOF23XzdYlpAzxhN_JQ
UCDk0o8tkRA6MsIlq2lZWbTA;@franklin9400;"​@jcmorton899 No, we don&#39;t get it. The internet changed that model. Hence our debt and mass problems. Take blockbuster, for instance, it had 100,000s of workers and brought in let&#39;s say $100 million annually at its peak. What took its place? Netflix which makes $2 billion annually, with 10,000 workers. Just an example, not the correct figures. But similar in scale.";2024-03-20T11:41:44Z;5;UCJYurOF23XzdYlpAzxhN_JQ
UCCZIqf8YD5jsDN8AjvCyS7g;@olorin4317;These old school types have no idea what is coming.;2024-03-20T22:43:38Z;4;
UC-eqCx1kAf3P7pcTf1eMghw;@Jay1971lion;I’m pretty sure nothing keeps him up at night.;2024-03-20T22:02:45Z;4;
UCNYF_RMqt0VL9G0sdyEEjrw;@therealunicornselene;"He&#39;s an economist, bet ai could do his job too";2024-03-20T12:16:01Z;4;UCzv0WOs9FRpgK5fILhjtWPA
UCDk0o8tkRA6MsIlq2lZWbTA;@franklin9400;"But that could still be great for his GDP numbers. Even though most Americans can&#39;t afford a home and most that have them  will be inherited. So don&#39;t worry.";2024-03-20T11:28:42Z;4;UCJYurOF23XzdYlpAzxhN_JQ
UCPiL3PK8j2zaneHjZzN0B5A;@isisemkeb;Do you really need a chief economist to tell you that ?!?!?!;2024-03-21T03:30:42Z;3;
UCSWEP6UFdQEbxS3gChB_qSw;@bobbullethalf;This is true! If a company can get rid of a human they will. No benefits, no workers compensation and no unions. So buckle up.;2024-03-20T21:03:46Z;3;
UC-S3yT3W8eQPFxbXNGk9AfQ;@Tainoinhawaii;We have the technology to make everyone’s life better, let’s do that.;2024-03-20T15:51:17Z;3;
UCKoZnCvybDK5shBcuG3sSGQ;@allaboutperspective650;Almost funny how people still fear progress in technology.;2024-03-20T18:55:14Z;3;UC0bTh1kxKq8326pm_3xdryg
UCJ1177LBjtnK2QKXN3VJtKQ;@user-xp9cp8pv3q;This is that saying we use to say back in the day that computers, technology would take over the world!   🥴;2024-03-20T13:19:55Z;3;
UCQmm2YzMlfWTWnQNaNOw6QA;@joelyazell7380;AI will constantly disrupt everything it gets involved in. It simply can’t adapt ,even to its own application. What it will do,is give power to those who can fix it while you wait. The world trying to live life around ransom for fixes,instead of close to home ways.;2024-03-20T13:04:36Z;3;
UCpzxXsml85AW-Wx-6YHvPcQ;@nakedeagle3828;"he doesn&#39;t know shit about computers, move on";2024-03-20T12:08:25Z;3;
UCL2ehtz7_S0OjFvZGb616BA;@KevinStDenis1;Perhaps AI can replace lying liberal journalist…;2024-03-20T11:49:11Z;3;
UCroQCOmvYxe9f01VaJoYlmg;@AI_will_crush_your_soul;Wake up America!;2024-03-20T11:36:40Z;3;
UCOLPQQ14n6zMks5R8dGANww;@boombasett6038;They always introduce these concepts in movies and tv shows first to gage the public. But you are absolutely right. Nothing good can come from AI when it is used for nefarious reasons.;2024-03-20T11:40:12Z;3;UC-g5mxiUXTKs8A7MwVurqZw
UCperHDMfOavsGlyiAIb80YQ;@denniszenanywhere;Writing, too;2024-03-21T00:10:12Z;3;UCG-_wYnC1NJFT9HldPsrvxQ
UCGaejyjtmv9_nVHQpkjcCgA;@jasonsousa4522;Huge savings on labor market.    Only more complicated senior jobs will be in demand;2024-03-20T11:21:49Z;3;UCJeVJt8ULo6C1fyGZAQP1jg
UCnWtLwl4ENJyYTX7fC-CI5w;@NikoKun;"NO! Quit lying to us! Deep down we all know that AI isn&#39;t going to create anywhere near the number of jobs it&#39;s going to &quot;destroy&quot;. By it&#39;s very nature, what jobs can it create, that it couldn&#39;t also do itself? These guys always point to history to claim there&#39;ll be enough new jobs, but they ignore that this technology is fundamentally different from all previous advances. AI is the automation of human cognition itself, all previous advances were merely enhancements to our strength or speed, still requiring humans to make the decisions or drive things. AI is the automation of the final things human workers were needed for. The base of our economy, how people obtain the basic resources to survive, until now depended on their labor.<br>That must now change, but those with wealth in the media, keep trying to pull the wool over our eyes!";2024-03-21T01:56:45Z;2;
UCJuryZsqVNsea6FnP2b8ZTg;@PureAmericanUgly;Can we create AI CEO’s? <br>They wouldn’t be as greedy;2024-03-20T19:14:49Z;2;
UCF10NSe6SiNA63OVwsGX0Qw;@askani21;"Why are we listening to some rando from Goldman? Aren&#39;t they just rich sociopaths?";2024-03-20T14:29:47Z;2;
UC6ud_DZ7YhSg7DyZtCw_vZQ;@eb1247;Democrats- Fire Americans and Hire Illegals<br>Democrats- AI could take jobs🤪🤪🤪🤪🤪🤪;2024-03-20T13:09:10Z;2;
UCslKwCnIsz3J5uy4S31o4FQ;@1-2-3Quran;Muslim ?<br>👇;2024-03-20T12:56:43Z;2;
UCDsBXmFV_0cgcOL3rnPWE8A;@russell2449;"@@user-sj5ju4jb7t I&#39;m not sure that&#39;s true, with advanced AI (already in the works) they&#39;ll be able to write code and do repair work, so not that much longer until they do imo.  Now perhaps jobs in some medical fields or law enforcement won&#39;t be taken over for a long time (the whole Terminator vibe will probably cause the general public to balk at such an idea ;?)";2024-03-21T12:10:28Z;2;UC4LEwyBFTpbO-ytkswTM01g
UC6Mmqyj276-Oy7wCkMKtMtw;@darrellhanks6459;@@janejones8672 it’s the accelerated trajectory that concerns me;2024-03-20T16:55:35Z;2;UC6Mmqyj276-Oy7wCkMKtMtw
UCEQjKlwol5l2ovR-G4QqF9A;@dustinyoung90;pretty confident means no, when they are dumping their stocks means we are going into recession , period;2024-03-20T12:11:51Z;2;
