id;name;text;time;likes;reply
UCXDXr0Y9pKAfSci8S241kGg;@JohnPatersonAu;"I didn&#39;t know Jon Stewart was back! (I&#39;m in Australia) This is awesome! He is the funniest guy ever! 👍👍👍👍👍👍";2024-04-26T10:22:47Z;5;
UC9WodL6yA1rEaIVSFVLfDyg;@karolinawww6834;"I lost my job last week because of AI. I&#39;m a translator and my bosses decided that it&#39;s better to have AI doing an ok job than an actual human even correcting it. It was never my dream job but still, a bit surreal";2024-04-22T07:49:04Z;2;
UCk0KG_t3q7MundAgukvWwUA;@AlexW1495;So now you have 2 restaurants with half the clientele, and, in your fantasy, even with lower prices. Do you not see the absurdity of your idea?;2024-04-21T00:35:37Z;2;UCMTP8mZmgTEZ2ImR2v2r6yg
UCVu7uZiEdE-7r4TaTtw3vKg;@Shevock;AI is merely the theft of intellectual property. As a person who does research in my field and publishes, I say I refuse to cooperate with the theft of my intellectual property without reference to me every time. And yet it still steals. It is designed to steal in the same way translation apps stole from language scholars. Lots of labor not being referenced.;2024-04-20T09:05:01Z;2;
UCGgkHyFTAW28Y4U_B2I0cDA;@edwardbrennan3963;And when AI starts spitting out bad data without enough people to check the work, they will blame the remaining workers for not spotting it;2024-05-07T18:43:37Z;1;
UC8RkjoWtXm313kTqIK7LXbw;@thedude7319;these people are just religious zealots but for ai;2024-04-23T13:15:25Z;1;
UC4WdMBzfMIbKHXw3_VCwWiQ;@nwlk9262;AI = All Indian + Mark Zuckerberg;2024-04-23T07:20:13Z;1;
UC3kNatlvEY8MIAmH7Wm5y-g;@jensboettiger5286;"&quot;AI&quot; is just Clippy with a bigger database. Useless and annoying";2024-04-21T16:04:36Z;1;
UCk0KG_t3q7MundAgukvWwUA;@AlexW1495;Stop it by any and all means? Being a defeatist traitor helps no one.;2024-04-21T00:36:03Z;1;UCULfHhqw4pGNHn0AhWuAloA
UCmj1qc7v7M-Tc7Td9qtbojA;@LordSlag;Sometimes, I come back here and listen to this just to drink Luddite tears.  Evolve...or go extinct.;2024-04-20T05:44:50Z;1;
UC4vK6EFGLz6qUPmZ-dBPYSw;@cherubin7th;So far AI turned into just better google, better stock photos, and better lsp for coding.;2024-04-19T20:22:21Z;1;
UCClQ8BbZQVt2Zq8Y71eMb2A;@fredygump5578;"AI&#39;s potential to relay the contents of Wikipedia to us....  Wake me up when we &quot;actually&quot; invent AI.";2024-04-18T22:30:21Z;1;
UCLoYCOP7ViQ91O8M_t8xM6Q;@_Kaurus;Just maybe, Ai will make this show funny.  I nearly laughed at the Biden joke...almost had me.;2024-04-17T17:38:29Z;1;
UC--smPGvgpcxHcc0OegOz5Q;@lamaistul;Jon Stewart is the voice of reason.;2024-04-16T15:21:06Z;1;
UCEPs6J8y8aE8KBXZGZbbbRQ;@drewb6107;"The only thing left on the planet will be corporations and CEOs. They will pay their prompt engineers just enough to eat and live in a box while the majority of profits and revenue will go towards company &#39;growth&#39; and the small group of people that are arrogant enough to think they can decide what&#39;s best for everyone. Oh and they will never cure anything that will hurt the pharmaceutical business so don&#39;t worry, cancer, heart disease and anything that is expensive to treat is here to stay. <br><br>A.I. is More important than fire and electricity? Does A.I. run on magic? What the f are we even doing? This is WRONG. America has lost it&#39;s way and we are lulled into a sense of security by the very thing that is going to destroy us and it&#39;s pedaled by the dubious creators who designed it SPECIFICALLY TO ELIMINATE THE NEED TO PAY PEOPLE A HONEST LIVING WAGE. <br><br>COVID proved americans do not have the spine to stand up and question things. This is the beginning of the end.";2024-04-15T17:43:37Z;1;
UCLK8zbt1wiYh0kJrA5zAtrw;@stuartkosh9179;Funny... this is basically Ted Kazinskis manifesto;2024-04-15T17:27:29Z;1;
UCML9sCXwr2f8hUI6JD3Mg0w;@876_FIRE;Anyone that can throw coal into a furnace can vote an AI ignoramus out.;2024-04-15T17:11:34Z;1;
UCQfxrW0_BPCHXm6m2T9CFtw;@halfwall;"The point should be that AI can achieve its utopian potential IF its in the hands of the people and/or workers, and is open and transparent for all to use. In the hands of Microsoft et al it&#39;ll just replace jobs and generate profit.";2024-05-07T18:21:39Z;0;
UCtODpHHsBm4tTRuxBqzV-oQ;@DELPHIIII;"I mean he&#39;s wrong on everything, but he&#39;s still funny lol";2024-05-07T17:14:59Z;0;
UCHWKrIrhejWiH6kdOsDdoTQ;@user-cb5iy9cf9p;Are they using cultural differences to avoid stereotypes...waooo;2024-05-06T13:59:48Z;0;
UCQ68NMbtZvE4oyCWjDFyzmA;@scottdavis4439;"This show is garbage, same for his protege&#39;s show. Leftist trash all around.";2024-05-06T11:41:32Z;0;
