id;name;text;time;likes;reply
UC-uNBVEIbOpeIkSyE_pq6nA;@godmisfortunatechild;Ai is inherently pointed at removing jobs. We need to think about the permanent loss of jobs and how to redustribute wealth and benefits accumumated from AI when working class humans become unemployable.;2024-02-18T20:25:38Z;66;
UC2lx5_aUD9h4z4ENHv8FCWA;@budo4;Some technologies do create far more jobs than they eliminate but I think AI is a different beast. I am seeing more negatives than positives when it comes to the job market.;2024-02-29T02:57:59Z;63;
UCLy2VaueOJoTuc4t-IEFBCA;@wege8409;"I have a lot of respect for Andrew Ng, but I&#39;ve been seeing a lot of doublespeak from people in the field recently, with the phrasing of &quot;it can replace humans in certain kinds of work&quot; swapped with &quot;it just does tasks&quot;. It sounds more diplomatic. Lots of AI people don&#39;t want to outright say that they would think it would make everyone happier in the long run if we replaced almost the whole shebang. I mean I think we would be happier.";2024-02-28T17:37:13Z;49;
UCBYrLL7E7PJXq9OmWOhTMww;@JohnnyHoO111;(content loudness -22.7dB)  please normalize the audio volume to closer to 0 db;2024-02-25T23:15:29Z;42;
UC3NkbL3apSREKGnMR4_B_ng;@geaca3222;(parttime) jobs that many women do (f.e. admin, receptionist, customer service, call center jobs) are at risk of being completely replaced by AI soon.;2024-02-23T23:11:14Z;30;
UCJNHRJVL_qFy4ZjF33NRGwA;@_obdo_;Brilliant as always. Ng is one of the giants of ML.<br><br>It’s true that ML researchers don’t know how to build superhuman AI. Today. But Ng sees no end in sight to the stacked S curves of innovation ahead. It’s not unreasonable to wonder if we could land in a dangerous place within 5-20 years.  The eye rolling is beneath this great man.;2024-02-18T12:43:14Z;20;
UChWNLw7UQeqh5-x8hpXZlrw;@ACK333;When will AI start to pay tax ?;2024-02-21T12:43:21Z;18;
UCeS24jWm1oxCe2xFSXe0MKQ;@BrianMosleyUK;"Very pacifying, but I think in reality we will see new companies spring up in each sector which completely obliterate &#39;human heavy&#39; conventional businesses.<br><br>For example, a handful of film makers using AI will bring out blockbuster quality films which overnight send Disney out of business. Not entirely an exaggeration.";2024-02-20T11:23:53Z;18;
UCG3DOg6J5_a35UO70fuW1VQ;@CelestialSci;To say it will not be significant job loss is dishonest.;2024-02-19T00:49:54Z;17;
UCRGaGBcltAb0MO5ZMs8Q0UQ;@rodi4850;new technology will always make us more productive, create jobs, destroy others - but I think the no. of jobs lost will outnumber the no. of jobs created.;2024-02-18T22:39:02Z;16;
