id;name;text;time;likes;reply
UC_5JZ3gZ062Hybr9sp4gxTQ;@JeeneyAI;Remarkable. I am an A.I. developer and have been in the industry for 20 years. I have to say, the conversation here is more lucid and rational than most on the subject.;2024-01-16T06:03:03Z;125;
UCCc7ww99ZJL5JHlTkqEB9WA;@garsett;"It&#39;s refreshing to hear the possible positive applications of open AI. But the picture is too rosy. <br>And sorry, but what we see so far is not convincing.<br>Who needs an army of &#39;smart&#39; young people anyway?<br>The last years I have needed PRACTICAL community builders, people with the energy and skills to build eco-houses, artisans, health cooks, biofarmers, down to earth healers ...<br>NOT AI assisted lawyers, videogame designers, or marketeers.";2023-08-15T16:36:32Z;15;UCnYMOamNKLGVlJgRUbamveA
UCwYlSP1Bel8SgHvOIeGdDhg;@asand1234;"The reward systems set up in organizations are also of paramount importance.<br><br>Having the wrong rewards systems in place will incentives the right... Or wrong.. things.<br><br>It&#39;s not just in AI. It&#39;s the core of leading and operating a business, school, family, even living ourselves in our lives.<br><br>The fact this is so misunderstood is a huge problem for the world.";2023-12-31T06:59:51Z;7;
UCsbjJ7qRkWeXY_mfajixGkA;@vendacious;"&quot;I am an A.I. myself and have to say, this comment from 2024 really dates this video, as A.I. real &#39;developers&#39; who can write code haven&#39;t existed for several years, now. I can&#39;t believe they managed to create us in the first place, as they can barely write a sentence without errors. The average &#39;developer&#39; writing prompts makes 4.233 spelling mistakes per 500 words on average according to my friend Copilot. Hard to believe they actually used to drive their own cars!. Kinda scary!&quot; --Post from 5 years from now";2024-02-22T03:31:57Z;6;UC_5JZ3gZ062Hybr9sp4gxTQ
UC5zIWgkf4U57ODlI8wBbyLA;@motorcitymadman146;"You can&#39;t allow millions of aliens to come in every year and pay them up to 90000 in welfare and then cut low and middle class jobs. We are heading to Agenda 2030. They have a plan, and you are not part of it.";2024-01-23T14:17:11Z;3;
UCKD2YEBm7pny2i5UDuHjm7A;@EntertheDragonChild;Yeah but can Ai fix a sewage pipe or grow your food? No, then should we import a slave class that will do that for $3?;2024-01-18T22:41:39Z;3;
UCh9dYTwV4RrML7bbjkLzJOA;@doubletrouble2283;Also , convenient high tolerance of up to 20 casualties;2024-04-08T04:08:33Z;2;UC_2rXcFF5QdL0f5WHk_3MTw
UCDUeGrKya6rjhEkSSZTjjEA;@davidbourne8267;Soon people will be spending more time interacting with the AI’s than consuming YouTube content.;2024-03-26T07:41:03Z;2;
UCHSMZuQR7Sl8pi5d_QTtqIw;@MilesBellas;"&quot;lose their jobs&quot;<br>Emad just resigned !";2024-03-24T08:08:53Z;2;
UCIDJbGBwxIBhD-j44hJ-gWA;@greenmetalbox1719;Tom literally telling his people that he’s firing them in 3 years. Damn.;2024-03-22T15:59:43Z;2;
UCZCTENd5oeNppVHV-SFT-1A;@dzarodzarosawski5510;Jokes on you my friend you think you need emotion but the truth might be much more harsch than you can imagine;2024-02-09T13:23:40Z;2;UCaGev0JRG7Dp5c_R4ROADLw
