id;name;text;time;likes;reply
UC3ox-8ZsbTY0E9Y2-RYqTYw;@daesoolee1083;My career started with this man. Now doing PhD in AI thanks to him in the first place.;2022-10-16T20:49:25Z;1355;
UCvzjIykEMAQF9x9Cchz3dJQ;@susannnico;"With markets tumbling, inflation soaring, the Fed imposing large interest-rate hike, while treasury yields are rising rapidly—which means more red ink for portfolios this quarter. How can I profit from the current volatile market, I&#39;m still at a crossroads deciding if to liquidate my $275k bond/stock portfolio";2023-09-20T14:39:53Z;113;
UCBZz1Zdg-KyyQXoyAeVmQEA;@aloo_explains;I owe him a lot for my knowledge of AI and ML today, Huge respect for Andrew Sir❤;2022-10-23T18:35:33Z;37;
UCqcPIN6zoULZx-W6atXNGTg;@arsiveparkour6251;My career in AI started with this legend :);2022-10-14T04:53:04Z;33;
UCZxJLt4RnQnN_c_ZnAMFXYA;@droma2366;who else thought it was Yang?;2022-10-13T11:10:08Z;26;
UCbp_R2CF9mN9GdarTbs355A;@CopperDigitalInc;"As an entrepreneur, it&#39;s crucial to understand the potential of AI and how it can be applied to your business. From automating repetitive tasks to analyzing data and providing personalized experiences, AI can help businesses to increase efficiency, reduce costs, and drive growth. But it&#39;s not just about the technology; it&#39;s about being open to new ways of doing things, rethinking your business models, and finding new ways to create value for your customers.";2023-01-17T12:37:49Z;20;
UChuE9TYY-rZPP1iRL9XA5Lw;@edmondwan5893;Me too, first time I really looked into what AI is because of him too. Now I am studying master in AI.;2022-10-27T03:24:17Z;18;UC3ox-8ZsbTY0E9Y2-RYqTYw
UCoB0shTDLwSMxszIC3Xh-LA;@panashifzco3311;This is so informational and would make anyone to fall in love with A.I. Nailed it!;2022-12-06T11:20:07Z;15;
UCvIsAxpXmQLJOrvlxbUEGFQ;@desrucca;Finally, the greatest teacher of all DS/ML/AI students;2022-10-22T22:36:25Z;15;
UCvKkvS2YqwHbH_MnTSsT2_w;@richarddjarbeng7093;"Not all AI projects are massive and super expensive that can only be built by companies. Diving into AI I&#39;ve realized that small simple projects can use AI and that it can be a very simple thing to implement for even someone who doesn&#39;t have much experience or background in AI.";2022-10-17T14:09:14Z;14;
UCZVzWKIseHBDR75UH45xx6g;@vectoralphaAI;What did you used to do before this man?;2022-10-18T15:06:09Z;14;UC3ox-8ZsbTY0E9Y2-RYqTYw
UC-VA4a47W7ONerJlRNuhOSA;@udoyxyz;Great guy. Thinking about the common man.;2022-12-07T11:38:47Z;9;
UCK9YUEwVei1Nio0CGfSGkuw;@Learner..;Ah wuw🎉 I would feel great if u could mentor me ,is it possible !? <br>M fascinated with AI and it is greatest application of Mathematics I love tht ❤️;2022-10-23T04:06:49Z;9;UC3ox-8ZsbTY0E9Y2-RYqTYw
UCav5-DaAzVAa6VOVJKJ14MQ;@agnivachakraborty719;I knew about AI firsthand because of this man. Hats off sir;2022-10-21T20:56:17Z;8;
UCmdswg9sLH9D3CMajaLCSpw;@GianetanSekhon;There seems to be a strong correlation between AI and Pizza 😂;2022-10-14T03:30:49Z;8;
UCArD5TR1OAMJ4f83f2ZTSHA;@zoopi451;"The disappointment when you realize it&#39;s not andrew yang 😆";2022-10-13T11:19:32Z;8;
UCfUR8-HQ1KS3eLT98POqZdA;@Ashtonlee1;Don’t underestimate successful small business owners. Maybe the always sold out pizza are lower margin but keep you waking in the door while the ones you settle for bc your already there you are  higher margin.;2022-10-13T23:14:56Z;7;
UC3nL9ziSfZrX5QniRxgw3gA;@coreloops;That first minute pitch is just spot on mind blowing 💯;2023-01-24T14:31:31Z;6;
UCAN-4gW1YPrPI7Ki35S2_Lw;@zhaozheng7704;Very well said, thanks Andrew. On the platform model, Question is how much does it cost the pizzeria or fabric factory owner to build an AI, compared to the delta revenue it brings them.;2022-10-28T15:28:12Z;6;
UCWLTvuBUUcPZTfb4KNxsftg;@rajeshkpatel4491;"Democratization of AI - That&#39;s such a different perspective focusing on social equality. Dear Mr. Andrew, you are a genius and empathetic thought leader. Your contribution to the field of AI and ML is so remarkable. Much love and respect.";2023-01-26T10:02:08Z;5;
UCgEBo8jGSBGlscnIsDrIetA;@kajakjohlopi7843;"&quot;In the coming era for AI, we&#39;ll empower everyone to build AI systems for themselves.&quot;. That&#39;s really great, but it would have been nice to hear a bit more about how they intend to do that.";2023-01-10T17:32:33Z;5;
UCgPbTEKr-dIxFezhShfc0TA;@IamMichelle88;"Just because I have a rfid chip, doesn&#39;t mean I&#39;m an AI !!";2022-10-13T11:19:50Z;5;
UCqCoeM3b9u0dKobJC0DRvQQ;@lottielotte;Hearing this precious man makes me not worry about stuff;2022-10-14T05:20:17Z;4;
UCQPlLVMiXR6a-oFJhEKq3Fg;@user_user1337;"Who else has read &quot;Andrew Yang&quot; and thought it was the Presidential Candidate?";2022-10-13T12:55:37Z;4;
UCTbrcmEdfUbKpHNYZjyvz8Q;@deepthy7997;Huge hope for future 😍♥️👍;2022-10-13T11:59:33Z;4;
UCgEj_uCpl-yN33IseND3Gyw;@yurielcundangan9090;Gotta love YANG! its nice too see someone stick on his own Value;2022-10-13T11:20:12Z;4;
UCJI4alu32GqdS-BZE-L3uEA;@luizalmeida3923;This is a Future for making human slaves;2022-10-13T11:12:45Z;4;
UCSSpKoIQOvmBvp4SxKHnV0Q;@stevensmith345;THIS IS FUTURE 🙌;2022-10-13T11:02:41Z;4;
UCgVdmrxdF3AeNNYMyRXDxFw;@mahmudhasanrimel9347;Andrew Ng is the most respected teacher in the world.;2022-12-31T16:11:08Z;3;
UCjuhiFa6qr7hqF12K7enwAQ;@pranitmane;Future will be very exciting but scary at the same time..;2022-12-05T10:08:42Z;3;
UCwL7LXey383hQLzvyxEo2hA;@cholchetenglish9821;Thank you teacher! <br>My wiling and my career start with you. 🙏😍;2022-11-20T10:14:11Z;3;
UC1kM1dMxLAqU0v8ba5jDIFw;@linjie6446;Very familar sound and thanks to Andrey for bring AI literacy to us.;2022-10-23T14:56:41Z;3;
UCa0sxvm_kskpxBx-RxUeKIw;@samikarakose9076;Andrew NG is a legend. My Friends and I call him Andrew OG.;2023-02-21T17:12:22Z;2;
UCEIq210BqC94k6Z6caie1fA;@syedsuhail4736;Great👍👏;2023-01-25T09:06:59Z;2;
