id;name;text;time;likes;reply
UC89mhCd3opHpg6DAUl9y5QQ;@taterrhead;except all the skills required to get to the high level AI roles may be obsolete by the time you get there lol;2023-11-04T21:20:55Z;181;UCZH72l9MeEobl4rXtnz0kCg
UCVW_buatZzSNKWbfitpyvCA;@ronneymccarthy6448;Small businesses using AI to take orders, for instance, is still taking jobs. AI is different than other innovations because is meant to be us, millions of jobs will be lost with no replacements.;2023-12-04T20:37:17Z;78;
UCZH72l9MeEobl4rXtnz0kCg;@pythonbrothersandfamily;"@@taterrhead hahahaha that&#39;s a good one 😂 we are late again 😂😂😂😂";2023-11-04T22:54:25Z;54;UCZH72l9MeEobl4rXtnz0kCg
UCt3KyY6w4ebILzkU6MelgiQ;@talkingplants6331;If AI makes a huge mistake, the managers wont have anyone to blame but themselves;2023-12-10T01:06:02Z;42;
UC1X1H4lLn866JOqo9srdazA;@edwardj3070;"Keynes predicted in the 1930&#39;s that productivity growth in the 20th century would be so great that people a hundred years hence would only need to work 20 hours a week to provide for themselves financially.    He did not include the effect of the concentration of wealth in the hands of a small minority of the society, the resulting political and economic priorities which have resulted in the majority of people working MORE hours in 2023 than in 1973 under more traumatic conditions.  Politics, not technology, is EVERYTHING";2023-11-26T07:14:27Z;35;
UCHwR34YmUIbTbwsEN11MgeQ;@Chicharrera.;I was 15 in 1985 when my parents bought my 16 year old brother a personal  computer. Then, I remember where I was when I first heard of the internet. It was February 1995 and I was 25. It was 1992 when I saw the first mobile phone in the office.  It only took 38 years and now we have the AI boom to face. Its all happened terrifyingly fast.😬;2024-01-07T06:52:13Z;20;
UCiq9t5IRVLimDxqKPKwT3pw;@Patrick7dlc;The difference is AI will disrupt numerous professions simultaneously, and as it advances there will be increasingly more job disruptions.;2023-11-24T18:44:16Z;12;
UCnligdQi5XHlQ60BJroj2bg;@chishamalama;I think what we also need to factor in here is that technology will reach a point where humans intervention will not be required and at that point there will be less jobs that actually pay a decent salary to match the cost of living today. We also need to discuss if there were new jobs being created they will not come with the same salary but rather they will pay minimum wage since everyone will have to work those said jobs;2023-11-23T12:28:28Z;11;
UCE5MhpY3pvBT8fV282rrzYA;@leonardomcpugo;"The main difference is that printing, steam engines and your other examples; it&#39;s that they generated many jobs.<br>The AI tools we have today are very versatile and can take much more jobs than it can create, and it will keep evolving in that direction.";2024-01-21T08:46:15Z;8;
UC1GlMetgSSMsLo7X3zQiKTA;@AntonioVergine;"The missing point is that yes, with current AI we&#39;ll lose some jobs and create some new ones. But an AI better than gpt-4 will be totally destructive: when humans invented steam motors, it took a lot of time to make it better.  With new AIs, after you invented something new you can iterate and ask AI to make it better, and better, you will not have time for companies to catch up and compete on the same products anymore. You&#39;ll have an engineer AI that never sleeps and is able to get new versions of anything continuously. We&#39;re not ready for this imho.";2023-11-26T22:57:57Z;8;
