id;name;text;time;likes;reply;CleanedText;ProcessText;SentimentScore;ActualLabel
UCp0Wxt8B7_SycbX709glilQ;@macles9051;Over here in Poland, the situation in IT job market is so dire that it is considered a crisis. Massive lay-offs + impossibility of getting an entry job in IT.;2024-03-13T12:41:09Z;34;;Over here in Poland, the situation in IT job market is. Dire that it is considered a crisis. Massive lay offs impossibility of getting an entry job in IT.;poland situation job market dire consider crisis massive lay offs impossibility get entry job;-0.625;Negative
UCJi5bJjawV-vBG7ueeo5wGg;@jikan-tabi-1888;So the billionaires will continue to prosper while the thousandaires will continue to struggle.  Oh great, a society with an increasing unemployment rate (40%+) and wealth gap.  What a future to look forwards to. 🤦🏼;2024-03-07T18:37:07Z;9;;So the billionaires will continue to prosper while the thousandaires will continue to struggle. Oh great, a society with an increasing unemployment rate 40 and wealth gap. What a future to look forwards to.;billionaire continue prosper thousandaires continue struggle oh great society increase unemployment rate wealth gap future look forward;-0.2680000066757202;Negative
UCcZXCjqMbI_Hp1IfNSiKO0w;@Sajuuk;"We demand shocks and stuns. The   industry can&#39;t do without it.";2024-03-01T15:31:31Z;4;UCvKRFNawVcuz4b9ihUTApCg;We demand shocks and stuns. The industry can not do without it.;demand shock stuns industry not;0.12600000202655792;Negative
UCDBULts0mjF0YwZ0s89CYkw;@obladioblada6932;I am glad to see one of the main voices of the extraordinary advances of AI discussing UBI.;2024-03-03T21:15:32Z;4;;I am glad to see one of the main voices of the extraordinary advances of AI discussing FBI.;glad see main voice extraordinary advance ai discuss fbi;0.949999988079071;Positive
UCXhILbicaYoP2Gye_yaLZng;@jurajchobot;"Same in Slovakia, since 2023 90% of Junior roles are gone. People only hire Seniors and even those are in trouble as IBM in capital city currently laid off 1 500 employees that were frequently seniors and they want to lay off 500 more next month. That&#39;s 50% of their work force and half of the IBM campus in Bratislava. Imagine 2 thousand Senior software developers looking for a job in a city of 400 thousand people. That campus used to employ 1% of the city&#39;s population.";2024-04-13T12:27:26Z;3;UCp0Wxt8B7_SycbX709glilQ;Same in Slovakia, since 2023 90 of Junior roles are gone. People only hire Seniors and even those are in trouble as IBM in capital city currently laid off 1 500 employees that were frequently seniors, and they want to lay off 500 more next months. That .50 of their work force and half of the IBM campus in Bratislava. Imagine 2 thousand Senior software developers looking for a job in a city of 400 thousand people. That campus used to employ 1 of the city .population.;slovakia junior role go people hire senior even trouble ibm capital city currently lay employee frequently senior want lay next month work force half ibm campus bratislava imagine senior software developer look job city thousand people campus use employ city .population;-0.25099998712539673;Negative
UCigTQRD4S1weysFmW9pwKdQ;@MonsieurSansHonte;If there are no employees, what does that do to economies?;2024-03-04T18:29:20Z;3;;If there are no employees, what does that due to economies?;employee due economy;-0.3540000021457672;Negative
UC5xTRo48Y71YSu3U0kONZ0A;@VastIllumination;Love that you covered Bernays, Chomsky, Walt Lippman etc.. So pertinent!;2024-03-01T17:33:31Z;2;UCvKRFNawVcuz4b9ihUTApCg;Love that you covered Bernays, Chomsky, Walt Lippmann etc. So pertinent!;love cover bernays chomsky lippmann etc pertinent;0.8980000019073486;Positive
UCLpyZbqaWPFiHVf9LQtF78g;@tamtrinh174;"layoff is not because of ai doing our jobs, it&#39;s because there isn&#39;t job to do anymore. AI has nothing to do with this";2024-04-13T12:36:22Z;2;;Layoff is not because of AI doing our jobs, it .because there is not job to do anymore. AI has nothing to do with this;layoff not ai job not job anymore ai nothing;-0.4740000069141388;Negative
UCM714QIDjEM4Bk8l60WMQ9w;@Native722;I work in tech support and my whole department is about get laid off due to outsourced to India.;2024-04-07T13:56:32Z;2;;I work in tech support and my whole department is about get laid off due to outsourced to India.;work tech support whole department get lay due outsource india;-0.8510000109672546;Negative
UCmLEsFrl5Y2JdZWWomDqrFQ;@Dipj01;"Fir the most part, AI is not the cause, yet. The industries simply don&#39;t need more workers. They figured out they don&#39;t need to keep hiring. Infact most of their workers weren&#39;t even doing anything meaningful. <br>But AI will eventually replace workers on a massive scale, and it&#39;ll make these layoffs look tame.";2024-03-04T19:00:58Z;2;;Fir the most part, AI is not the cause, yet. The industries simply do not need more workers. They figured out they do not need to keep hiring. In fact most of their workers were not even doing anything meaningful. But AI will eventually replace workers on a massive scale, and it ll make these layoffs look tame.;fir part ai not cause yet industry simply not need worker figure not need keep hiring fact worker not even anything meaningful ai eventually replace worker massive scale make layoff look tame;-0.5920000076293945;Negative
UCGW7i-D09p0z8eXePACwDBA;@user-xi4jw4mh7p;Hi David, long time I haven’t been around your channel. Just wanted to say thank you for all you are doing and sharing. Wish you all the best;2024-03-04T16:49:31Z;2;;Hi David, long time I have not been around your channel. Just wanted to say thank you for all you are doing and sharing. Wish you all the best;hi david long time not channel want say thank share wish best;0.6309999823570251;Positive
