id;name;text;time;likes;reply;CleanedText;ProcessText;SentimentScore;ActualLabel
UCIR1x2hc-xWspdxg6NvYKMQ;@roninatlanta;"So, about thirty years ago I asked the question (at a Business Round Table meeting)...&#39;How does the economy function without a wage earning workforce?&#39; Robots and AI don&#39;t earn wages. Robots and AI don&#39;t buy goods and services. Robots and AI don&#39;t contribute to 401ks (which fuel a significant amount of the investment industry.) Robots and AI don&#39;t buy homes or rent apartments. Robots and AI don&#39;t buy cars and trucks. Robots and AI don&#39;t buy medical services. Robots and AI don&#39;t need insurance. Robots and AI don&#39;t buy education services. And Robots and AI don&#39;t pay taxes since they&#39;re not wage earners. So, when Robots and AI replace wage earning and tax paying workers how will the economy function? Where will money come from? Will businesses be forced to share their income and profits with the populace? And since the marketplace&#39;s buying power will be lessened, how will income and profits be generated? A lot to think about. How does a natural economy function with an unnatural workforce?";2024-03-10T14:47:12Z;309;;So, about thirty years ago I asked at a Business Round Table meeting ... How does the economy function without a wage earning workforce? Robots and AI do not earn wages. Robots and AI do not buy goods and services. Robots and AI do not contribute to 401ks which fuel a significant amount of the investment industry. Robots and AI do not buy homes or rent apartments. Robots and AI do not buy cars and trucks. Robots and AI do not buy medical services. Robots and AI do not need insurance. Robots and AI do not buy education services. And Robots and AI do not pay taxes since they re not wage earners. So, when Robots and AI replace wage earning and tax paying workers how will the economy function? Where will money come from? Will businesses be forced to share their income and profit is with the populace? And since the marketplace .buying power will be lessened, how will income and profit is being generated? A lot to think about. How does a natural economy function with an unnatural workforce?;year ago ask business round table meeting economy function wage earn workforce robot ai not earn wage robot ai not buy good service robot ai not contribute ks fuel significant amount investment industry robot ai not buy home rent apartment robot ai not buy car truck robot ai not buy medical service robot ai not need insurance robot ai not buy education service robot ai not pay tax not wage earner robot ai replace wage earning tax pay worker economy function money come business force share income profit populace marketplace .buying power lessen income profit generate lot think natural economy function unnatural workforce;-0.17599999904632568;Negative
UCh44QgLu1vQLAPjoJkpyZRQ;@klebercoutinho7349;"I&#39;m favoured, $500K every week! I can now give back to the locals in my communitv and also support God&#39;s work and the church.God bless America";2024-03-07T02:05:27Z;36;;I m favored, 500K every week! I can now give back to the locals in my community and also support God .work and the church. God bless America;favor week give back local community also support god .work church god bless america;0.7089999914169312;Positive
UClGPX2ZOitw00L2LemYO-Lw;@jjkigtu;Interesting questions. Thanks for sharing!;2024-03-10T21:14:30Z;22;UCIR1x2hc-xWspdxg6NvYKMQ;Interesting questions. Thanks for sharing!;interesting question thanks share;0.8610000014305115;Positive
UCixj6pr6bvl-nhsbwPZxwJw;@maze-nc1ut;This comment needs a boost. You bring up a very valid concerning points;2024-03-14T18:12:17Z;20;UCIR1x2hc-xWspdxg6NvYKMQ;This comment needs a boost. You bring up a very valid concerning points;comment need boost bring valid concerning point;-0.15000000596046448;Negative
UCcBKjduyEgLG9n1MBfwSjYg;@ni7suj;It is bumming me out. I have been in video production for over 20 years and now it looks like my career is under threat. This needs to be regulated. Why are people running for office not talking about this? They have never said anything for many years!;2024-03-09T00:02:19Z;16;;It is bumming me out. I have been in video production for over 20 years, and now it looks like my career is under threat. This needs to be regulated. Why are people running for office not talking about this? They have never said anything for many years!;bum video production year look career threat need regulate people run office not talk never say anything many year;-0.703000009059906;Negative
UCR3p_-6zmcrxJUF1wKTvNrA;@fan4life345;It wont;2024-03-11T03:39:53Z;13;UCIR1x2hc-xWspdxg6NvYKMQ;It wants;want;-0.04800000041723251;Negative
UC5BryunV491W8HA2gqzaamg;@Jesus_LovesAndSaves;Jesus loves and saves!!!;2024-03-18T03:54:33Z;11;;Jesus loves and saves!!!;jesus love save;0.921999990940094;Positive
UC6l3j5nAAqZHkFPVhlDrJNQ;@jdsguam;"I&#39;m pushing 70 yrs old now; but, I sure wish I was 30 again - such exciting times ahead!!  I&#39;d be all over this AI stuff.  As it is, I have about 20 LLMs stored on my laptop that generates cool stories for me to read and insanely cool art. All for free.";2024-03-10T05:10:25Z;9;;I m pushing 70 years old now but, I sure wish I was 30 again such exciting times ahead!! I d be all over this AI stuff. As it is, I have about 20 LLMs stored on my laptop that generates cool stories for me to read and insanely cool art. All for free.;push year old sure wish exciting time ahead ai stuff llm store laptop generate cool story read insanely cool art free;0.9269999861717224;Positive
UC4E3yt_6z7GR44K9H6TBoCw;@AtomickPixel;"of course, it&#39;s easy and exciting when you don&#39;t have to worry about your future.";2024-03-16T16:40:15Z;9;UC6l3j5nAAqZHkFPVhlDrJNQ;Of course, it .easy and exciting when you do not have to worry about your future.;course .easy excite not worry future;0.42500001192092896;Negative
UCtFEBtTJFHkZOwbyY5SokWw;@supritiphani1282;Excellent questions;2024-03-15T04:58:17Z;7;UCIR1x2hc-xWspdxg6NvYKMQ;Excellent questions;excellent question;0.9120000004768372;Positive
