id;name;text;time;likes;reply;CleanedText;ProcessText;SentimentScore;ActualLabel
UC2EzUyfZd6LjxOkOiqUaXyg;@AxstroNetwork;AI will be taking over from whoever is in responsible for this audio quality. Shocking.;2023-11-30T23:48:50Z;206;;AI will be taking over from whoever is in responsible for this audio quality. Shocking.;ai take responsible audio quality shocking;-0.7269999980926514;Negative
UCJvtDHvslAa6Jvly8iRdrEg;@PK-999;"Your employer, beholden to its investors, will do whatever it can to reduce costs. You are one of those costs. If your job is anything that can be boiled down to a set of rules, it will be replaced by automated systems.<br><br>Although, once the investor/owner/Billionaire class realises this also applies to CEO&#39;s, CFO&#39;s etc, they will be tossed away like the rest of us........";2023-11-30T23:03:48Z;149;;Your employer, beholden to it is investors, will do whatever it can to reduce costs. You are one of those costs. If your job is anything that can be boiled down to a set of rules, it will be replaced by automated systems. Although, once the investor owner Billionaire class realizes this also applies to CEO , CFO .etc., they will be tossed away like the rest of us........;employer beholden investor whatever reduce cost cost job anything boil set rule replace automated system investor owner billionaire class realize also apply ceo cfo toss away rest ........;-0.5220000147819519;Negative
UCpxPRURdGSvqtJ-CHGttOig;@purpleowl2075;"&#39;No one feels sorry for lawyers&#39; lmao";2023-12-01T04:00:10Z;40;;No one feels sorry for lawyers LMAO;one feel sorry lawyer lmao;-0.7820000052452087;Negative
UCsTKC5B4UlY4rJfc5LAw-OQ;@AlexTourkin;"I don&#39;t think AI is the problem, I think it is our current society&#39;s adaptation mechanisms that become obsolete. Taxing AI technology and using that resource to help people to retrain, and universal basic income to ensure basic survival level (and less stress in society that is bad for everyone!!) is a way forward, I believe.";2023-12-07T09:06:38Z;26;;I do not think AI is the problem, I think it is our current society .adaptation mechanisms that become obsolete. Taxing AI technology and using that resource to help people to retrain, and universal basic income to ensure basic survival level and less stress in society that is bad for everyone!! is a way forward, I believe.;not think ai problem think current society .adaptation mechanisms become obsolete tax ai technology use resource help people retrain universal basic income ensure basic survival level less stress society bad everyone way forward believe;-0.04500000178813934;Negative
UCYLm7mko_dJaGLVJdTJ2-zA;@headofmyself5663;Countries with the highest level of automation tend to have the lowest unemployement rates. Besides, it needs a lot of effort to make AI systems work. In supervised learning for industrial image computation for example, you need expert knowledge about the processes for labeling and verification in order to improve your models. Therefore, jobs like data curators will occur imho. The skill sets will be different and i would guess that education will be the key. Mindless work will be automated but new jobs are created. Prompt engineering maybe also a good example, since it actually need skills to ask the right questions and also the ability to understand the answers to verify properly their correctness. Greetings from Germany;2023-12-01T07:59:46Z;17;;Countries with the highest level of automation tend to have the lowest unemployment rates. Besides, it needs a lot of effort to make AI systems work. In supervised learning for industrial image computation for example, you need expert knowledge about the processes for labeling and verification in order to improve your models. Therefore, jobs like data curators will occur IMHO. The skill sets will be different and I would guess that education will be the key. Mindless work will be automated, but new jobs are created. Prompt engineering maybe also a good example, since it actually needs skills to ask the right questions and also the ability to understand the answers to verify properly their correctness. Greetings from Germany;country high level automation tend low unemployment rate need lot effort make ai system work supervised learning industrial image computation example need expert knowledge process label verification order improve model therefore job data curator occur imho skill set different guess education key mindless work automate new job create prompt engineering maybe also good example actually need skill ask right question also ability understand answer verify properly correctness greeting germany;0.08100000023841858;Negative
UCkaidV7i2mn4jpx16kjKSTQ;@michaelcarr3037;"Absolutely and she kept bringing up retraining I question what jobs will they be retrained for ? And that go&#39;s for education they say everyone will have their personal ai professor to gain higher learning and for what ? why hire the student when you can have the teacher at a fraction of the cost and can work 24 7 with no complaints";2023-12-01T04:54:41Z;13;UCJvtDHvslAa6Jvly8iRdrEg;Absolutely and she kept bringing up retraining I question what jobs will they be retrained for ? And that go .for education they say everyone will have their personal AI professor to gain higher learning and for what ? Why hire the student when you can have the teacher at a fraction of the cost and can work 24 7 with no complaints;absolutely keep bring retrain question job retrain go .for education say everyone personal ai professor gain high learning hire student teacher fraction cost work complaint;-0.3019999861717224;Negative
UC6pPTonQbFeRAcL0gNQjB-w;@julia2k8;These Amazon bot comments have become a meme at this point;2023-11-30T22:21:33Z;13;;These Amazon bot comments have become a meme at this point;amazon bot comment become meme point;-0.7279999852180481;Negative
UCafkF4qTUE9v5-LrUQZKgqA;@greengoblin9567;You are wrong. When they talk about automation lowering wages, they are talking about the automation of manual labor. Ai is a different beast altogether. It is coming for everyone.;2023-12-02T09:24:00Z;10;UCYLm7mko_dJaGLVJdTJ2-zA;You are wrong. When they talk about automation lowering wages, they are talking about the automation of manual labor. Ai is a different beast altogether. It is coming for everyone.;wrong talk automation lowering wage talk automation manual labor ai different beast altogether come everyone;-0.04399999976158142;Negative
UC7a1LtOMGeLBXelUZ1SwtGw;@PaulGrayUK;The level of competence/common sense and basic initiative in offices, from a customer perspective, has seen and enabled a level of sheer and utter incompetence.  Replace them all as tired of suffering fools.;2023-12-01T06:16:58Z;9;;The level of competence common sense and basic initiative in offices, from a customer perspective, has seen and enabled a level of sheer and utter incompetence. Replace them all as tired of suffering fools.;level competence common sense basic initiative office customer perspective see enable level sheer utter incompetence replace tire suffering fool;-0.9300000071525574;Negative
UCcnf3Gqsim9xCKF-o89xHFQ;@kevinb9830;"It&#39;s going to threaten nearly every job. I&#39;m pretty convinced now that the universal basic income thing is going to happen. I can&#39;t see any way around it.";2023-12-01T01:52:09Z;9;;It .going to threaten nearly every job. I m pretty convinced now that the universal basic income thing is going to happen. I can not see any way around it.;.going threaten nearly job pretty convince universal basic income thing go happen not see way;-0.2840000092983246;Negative
