id;name;text;time;likes;reply;CleanedText;ProcessText;SentimentScore;ActualLabel
UCdAD49xvd3acMKWp3DfbT_w;@Dayan_D;AI can never replace my job. Cuz i have no job.;2024-04-08T13:23:39Z;668;;AI can never replace my job. Because I have no job.;ai never replace job job;0.03500000014901161;Negative
UCMtoeosIGshH4XF2Ua370_w;@ogawasanjuro;Tina Huang: Will AI replace all jobs?<br>Any CEO: Yes.  I plan on it.;2024-04-08T15:12:02Z;172;;Tina Huang Will AI replace all jobs? Any CEO Yes. I plan on it.;tina huang ai replace job ceo yes plan;0.3880000114440918;Negative
UCeMAV8l5hKxTasZqznMe1SA;@isalutfi;"AI won&#39;t replace human, but human with AI will replace human without AI.";2024-04-08T13:07:00Z;108;;AI will not replace human, but human with AI will replace human without AI.;ai not replace human human ai replace human ai;0.0430000014603138;Negative
UCk3c1mEpGZ11RcJlZteS2Nw;@texaslonghorns2222;They took our Jerbs!;2024-04-08T13:33:26Z;58;;They took our Verbs!;take verb;-0.8479999899864197;Negative
UCvF3IOvkkWQgUxn36qNqOQg;@btk1243;"I am offered jobs all the time.  Employers say, &quot;Wow. you REALLY know how to TALK to people.&quot;  I am a former teacher, who does random day jobs via a Temp Agency. Many of the companies, that I have temped at,  have offered me full time jobs, based on my professionalism and communication skills. So, while I think AI will dominate many industries, I think companies will have a need for employees who know how to communicate with people.";2024-04-08T22:37:42Z;51;;I am offered jobs all the time. Employers say, Wow. You REALLY know how to TALK to people. I am a former teacher, who does random day jobs via a Temp Agency. Many of the companies, that I have temped at, have offered me full time jobs, based on my  and communication skills. So, while I think AI will dominate many industries, I think companies will have a need for employees who know how to communicate with people.;offer job time employer say really know talk people former teacher random day job temp agency many company temped offer full time job base communication skill think ai dominate many industry think company need employee know communicate people;0.652999997138977;Positive
UCyh8Zl5N7HGYb2Ln_71lMuA;@aliasgur3342;My daughter is applying to universities for art and graphic design. Initially I wanted to dissuade her. Upon further consideration I decided not to when I thought it through and realised no job is safe.;2024-04-09T16:24:03Z;49;;My daughter is applying to universities for art and graphic design. Initially I wanted to dissuade her. Upon further consideration I decided not to when I thought it through and realized no job is safe.;daughter apply university art graphic design initially want dissuade consideration decide not think realize job safe;-0.5519999861717224;Negative
UCTYpD2cWwehu8dd7V9lINqw;@Techtalk2030;Anyone who says that more jobs will be created. How is an AI that is basically a digital person, which can also be put into a robotic artificial body not be able to do all jobs? I dont understand this concept.;2024-04-08T16:59:49Z;40;;Anyone who says that more jobs will be created. How is an AI that is basically a digital person, which can also be put into a robotic artificial body not be able to do all jobs? I do not understand this concept.;anyone say job create ai basically digital person also put robotic artificial body not able job not understand concept;-0.5540000200271606;Negative
UC9XTZhi605pu49mVwOUn7aQ;@nikolaimanek582;I come from an IT/AI background and created a trade school for yoga teachers, Ayurveda practitioners and other jobs that are growing in demand as people seek to get away from technology and have a space that is not being taken over by electronic devices. There are jobs and always will be jobs which whole point is to be non-robotic or AI infused. Our teachers can even use AI to augment text etc. No problem at all. But when we meet on the mat, the phones are off and the robots will wait outside on their charging stations.;2024-04-09T01:31:10Z;37;;I come from an IT AI background and created a trade school for yoga teachers, Ayurveda practitioners and other jobs that are growing in demand as people seek to get away from technology and have a space that is not being taken over by electronic devices. There are jobs and always will be jobs which whole point is to be non robotic or AI infused. Our teachers can even use AI to augment text etc. No problem at all. But when we meet on the mat, the phones are off and the robots will wait outside on their charging stations.;come ai background create trade school yoga teacher ayurveda practitioner job grow demand people seek get away technology space not take electronic device job always job whole point non robotic ai infuse teacher even use ai augment text etc problem meet mat phone robot wait charging station;0.4790000021457672;Positive
UCut6HY1C_XYLJzi1EmR4DWA;@IronJhon788;We need to creat self sustainable communities for our survival. There will be  many AI tools that will only be available for a few groups of people. We need to ask ourselves how to survive even without technology.;2024-04-08T13:38:33Z;37;;We need to great self sustainable communities for our survival. There will be many AI tools that will only be available for a few groups of people. We need to ask ourselves how to survive even without technology.;need great self sustainable community survival many ai tool available group people need ask survive even technology;-0.00800000037997961;Negative
UCizlqA8o4_mqMWNxDdqRcXQ;@KatharineOsborne;I think relying on multiple streams of income can be overly tied to the general economy being good, and lots of other people having money to spend (for instance the low hanging fruit of multiple streams are merch, courses, maybe personal services). Those streams of income could be adversely affected by a wider economic downturn, for instance if we rapidly got to 30% unemployment or something.;2024-04-08T13:23:51Z;37;;I think relying on multiple streams of income can be overly tied to the general economy being good, and lots of other people having money to spend for instance the low hanging fruit of multiple streams are merch, courses, maybe personal services . Those streams of income could be adversely affected by a wider economic downturn, for instance if we rapidly got to 30 unemployment or something.;think rely multiple stream income overly tie general economy good lot people money spend instance low hang fruit multiple stream merch course maybe personal service stream income adversely affect wide economic downturn instance rapidly get unemployment something;-0.6209999918937683;Negative
UC5d64ifumIuM8JWGj-7KwKg;@MrPiperian;"Flipping burgers is not a &#39;trade&#39;. Trades are HVAC, Car Mechanic (extremely technical btw) Plumbers, etc.  You said the word &#39;trades&#39; while showing a pic of a robot flipping burgers. Why?";2024-04-09T03:11:53Z;34;;Flipping burgers is not atrade . Trades are HVAC, Car Mechanic extremely technical by the way Plumbers, etc. You said the word trades while showing a pic of a robot flipping burgers. Why?;flip burger not atrade trade hvac car mechanic extremely technical way plumber say word trade show pic robot flip burger;-0.25699999928474426;Negative
UCWjZ9rcA2OudvGF6583oWAA;@gilpalmafernandes;"These are the jobs which will be in high demand in this new age:<br><br>- AI will need some kind of quality control (removing it is very dangerous, but some people may try). I do expect that there are going to be some upcoming AI jobs in the area of quality control, i.e. someone who monitors the output of AI models, agents, robots.<br>- The AI developer jobs will be there, but they require very specific and advanced qualifications, like e.g. machine learning, deep learning, robotics and data experts who work on the datasets for training these models.<br>- When robots start to be commercialized, there might be potential problems with mechanics, so there might be some jobs there too. Some people who fix mechanical faults.<br>- Specialized firms who can create agents for private enterprise systems. Some data is not public and intelligent interfaces (agents) which allow different forms of interaction with this data will be in demand. This is something like an AI integrator.<br>- AI ethics experts which will create ethical norms and oversee their implementation in AI systems.<br><br>Any more ideas?<br><br>PS: by the way: great video";2024-04-08T16:17:49Z;29;;These are the jobs which will be in high demand in this new age AI will need some kind of quality control removing it is very dangerous, but some people may try . I do expect that there are going to be some upcoming AI jobs in the area of quality control, i.e. someone who monitors the output of AI models, agents, robots. The AI developer jobs will be there, but they require very specific and advanced qualifications, like e.g. machine learning, deep learning, robotics and data experts who work on the datasets for training these models. When robots start to be commercialized, there might be potential problems with mechanics, There might be some jobs there too. Some people who fix mechanical faults. Specialized firms who can create agents for private enterprise systems. Some data is not public and intelligent interfaces agents which allow different forms of interaction with this data will be in demand. This is something like an AI integrator. AI ethics experts which will create ethical norms and oversee their implementation in AI systems. Any more ideas? PS by the way great video;job high demand new age ai need kind quality control remove dangerous people try expect go upcoming ai job area quality control i.e someone monitor output ai model agent robot ai developer job require specific advanced qualification e.g machine learning deep learning robotics data expert work datasets train model robots start commercialize potential problem mechanic job people fix mechanical fault specialized firm create agent private enterprise system data not public intelligent interface agent allow different form interaction data demand something ai integrator ai ethic expert create ethical norm oversee implementation ai system idea p way great video;0.06300000101327896;Negative
UCwNe9xXVGtU3k4ohXkQxN4Q;@Johngabriel101;"and humans with AI will be more efficient than never, so less and less humans will be needed. Making the job market more competitive by the day. Basically the &quot;you need need experience to get a job, how do I get experience without a job?&quot; will get way worst.";2024-04-08T14:27:28Z;27;UCeMAV8l5hKxTasZqznMe1SA;And humans with AI will be more efficient than never, Less and fewer humans will be needed. Making the job market more competitive by the day. Basically the you need experience to get a job, how do I get experience without a job? will get way worst.;human ai efficient never less human need make job market competitive day basically need experience get job get experience job get way bad;0.28700000047683716;Negative
UCipciLSQCoBbgK4DBT9jnYw;@adamdouglas9888;"I&#39;m so happy I made productive decisions about my finances that changed my life forever,hoping to retire next year.. Investment should always be on any creative man&#39;s heart for success in life";2024-04-09T17:14:22Z;25;;I m. Happy I made productive decisions about my finances that changed my life forever, hoping to retire next year. Investment should always be on any creative man .heart for success in life;m. happy make productive decision finance change life forever hop retire next year investment always creative man .heart success life;0.6039999723434448;Positive
