id;name;text;time;likes;reply;CleanedText;ProcessText;SentimentScore;ActualLabel
UC-uNBVEIbOpeIkSyE_pq6nA;@godmisfortunatechild;Ai is inherently pointed at removing jobs. We need to think about the permanent loss of jobs and how to redustribute wealth and benefits accumumated from AI when working class humans become unemployable.;2024-02-18T20:25:38Z;66;;Ai is inherently pointed at removing jobs. We need to think about the permanent loss of jobs and how to redistribute wealth and benefit is accumulated from AI when working class humans become unemployable.;ai inherently point remove job need think permanent loss job redistribute wealth benefit accumulate ai work class human become unemployable;-0.7850000262260437;Negative
UC2lx5_aUD9h4z4ENHv8FCWA;@budo4;Some technologies do create far more jobs than they eliminate but I think AI is a different beast. I am seeing more negatives than positives when it comes to the job market.;2024-02-29T02:57:59Z;63;;Some technologies do create far more jobs than they eliminate, but I think AI is a different beast. I am seeing more negatives than positives when it comes to the job market.;technology create far job eliminate think ai different beast see negative positive come job market;-0.4320000112056732;Negative
UCLy2VaueOJoTuc4t-IEFBCA;@wege8409;"I have a lot of respect for Andrew Ng, but I&#39;ve been seeing a lot of doublespeak from people in the field recently, with the phrasing of &quot;it can replace humans in certain kinds of work&quot; swapped with &quot;it just does tasks&quot;. It sounds more diplomatic. Lots of AI people don&#39;t want to outright say that they would think it would make everyone happier in the long run if we replaced almost the whole shebang. I mean I think we would be happier.";2024-02-28T17:37:13Z;49;;I have a lot of respect for Andrew Ng, but I ve been seeing a lot of doublespeak from people in the field recently, with the phrasing of it can replace humans in certain kinds of work swapped with it just does task . It sounds more diplomatic. Lots of AI people do not want to outright say that they would think it would make everyone happier in the long run if we replaced almost the whole shebang. I mean I think we would be happier.;lot respect andrew ng see lot doublespeak people field recently phrasing replace human certain kind work swap task sound diplomatic lot ai people not want outright say think make everyone happier long run replace almost whole shebang mean think happy;-0.03099999949336052;Negative
UCBYrLL7E7PJXq9OmWOhTMww;@JohnnyHoO111;(content loudness -22.7dB)  please normalize the audio volume to closer to 0 db;2024-02-25T23:15:29Z;42;;content loudness 22.7dB please normalize the audio volume to closer to 0 db;content loudness .db please normalize audio volume closer db;-0.7549999952316284;Negative
UC3NkbL3apSREKGnMR4_B_ng;@geaca3222;(parttime) jobs that many women do (f.e. admin, receptionist, customer service, call center jobs) are at risk of being completely replaced by AI soon.;2024-02-23T23:11:14Z;30;;Part time jobs that many women do f.e. admin, receptionist, customer service, call center jobs are at risk of being completely replaced by AI soon.;part time job many woman f.e admin receptionist customer service call center job risk completely replace ai soon;-0.7950000166893005;Negative
UCJNHRJVL_qFy4ZjF33NRGwA;@_obdo_;Brilliant as always. Ng is one of the giants of ML.<br><br>It’s true that ML researchers don’t know how to build superhuman AI. Today. But Ng sees no end in sight to the stacked S curves of innovation ahead. It’s not unreasonable to wonder if we could land in a dangerous place within 5-20 years.  The eye rolling is beneath this great man.;2024-02-18T12:43:14Z;20;;Brilliant as always. NG is one of the giants of ML. It .true that ML researchers do not know how to build superhuman AI. Today. But NG sees no end in sight to the stacked S curves of innovation ahead. It .not unreasonable to wonder if we could land in a dangerous place within 5 20 years. The eye rolling is beneath this great man.;brilliant always giant ml .true ml researcher not know build superhuman ai today ng see end sight stack curve innovation ahead .not unreasonable wonder land dangerous place year eye rolling great man;0.20999999344348907;Negative
UChWNLw7UQeqh5-x8hpXZlrw;@ACK333;When will AI start to pay tax ?;2024-02-21T12:43:21Z;18;;When will AI start to pay tax ?;ai start pay tax;-0.12300000339746475;Negative
UCeS24jWm1oxCe2xFSXe0MKQ;@BrianMosleyUK;"Very pacifying, but I think in reality we will see new companies spring up in each sector which completely obliterate &#39;human heavy&#39; conventional businesses.<br><br>For example, a handful of film makers using AI will bring out blockbuster quality films which overnight send Disney out of business. Not entirely an exaggeration.";2024-02-20T11:23:53Z;18;;Very pacifying, but I think in reality we will see new companies spring up in each sector which completely obliterate human heavy conventional businesses. For example, a handful of filmmakers using AI will bring out blockbuster quality films which overnight send Disney out of business. Not entirely an exaggeration.;pacifying think reality see new company spring sector completely obliterate human heavy conventional business example handful filmmaker use ai bring blockbuster quality film overnight send disney business not entirely exaggeration;0.17100000381469727;Negative
UCG3DOg6J5_a35UO70fuW1VQ;@CelestialSci;To say it will not be significant job loss is dishonest.;2024-02-19T00:49:54Z;17;;To say it will not be significant job loss is dishonest.;say not significant job loss dishonest;-0.8799999952316284;Negative
UCRGaGBcltAb0MO5ZMs8Q0UQ;@rodi4850;new technology will always make us more productive, create jobs, destroy others - but I think the no. of jobs lost will outnumber the no. of jobs created.;2024-02-18T22:39:02Z;16;;New technology will always make us more productive, create jobs, destroy others but I think the no. of jobs lost will outnumber the no. of jobs created.;new technology always make productive create job destroy others think job lose outnumber job create;0.0729999989271164;Negative
UCiKvIUMWYv1U0GWpdGqv3iw;@kosofamily;“People that use AI will replace others that don’t.”;2024-02-26T03:54:36Z;10;;People that use AI will replace others that do not .;people use ai replace others not;0.03500000014901161;Negative
UCRyGNGsBIt_jxDEmQiEbcmg;@luyaoma;I hope that’s not the only thing you get from his speech.;2024-02-27T04:12:53Z;10;UCjL3-MX4ZW_qMz5iYtJO99g;I hope that .not the only thing you get from his speech.;hope .not thing get speech;0.37599998712539673;Negative
UC6cTZ7X6KLPDxhaNH_0dAMQ;@fanban2926;"@@dibbidydoo4318 That&#39;s not necessary, if you use your brain you&#39;ll see it before that data comes through.";2024-02-19T13:30:11Z;9;UC-uNBVEIbOpeIkSyE_pq6nA;That .not necessary, if you use your brain you ll see it before that data comes through.;.not necessary use brain see data come;-0.09799999743700027;Negative
UC8Trfgg0vi7e87uElFdYoVg;@miladkhademinori2709;"&quot;Safety&quot;";2024-02-18T21:40:11Z;8;;Safety;safety;0.17299999296665192;Negative
UC0daPxXAhwCRii1KIY2jMuA;@fersuvious;Not interested in those who are bullish on AI explaining how it won’t effect regular people. Their interests are not our interests.;2024-02-29T22:25:29Z;7;;Not interested in those who are bullish on AI explaining how it will not effect regular people. Their interests are not our interests.;not interested bullish ai explain not effect regular people interest not interest;-0.8889999985694885;Negative
UCg_oBYOKUJhtxKUf-XP_wWg;@ychickshateme11;It would make these AI scientists rich while widen inequality overall, hence the doublespeak, as always :);2024-03-02T01:34:14Z;7;UCLy2VaueOJoTuc4t-IEFBCA;It would make these AI scientists rich while widen inequality overall, hence the doublespeak, as always;make ai scientist rich widen inequality overall hence doublespeak always;-0.8820000290870667;Negative
UCV117UTCKEjbuqd5ib5byAw;@ericandbeethoven;"@@bsgvlog5640 societal productivity gains don&#39;t put groceries on the table for the single mom in Akron though.";2024-03-03T15:26:41Z;7;UCLy2VaueOJoTuc4t-IEFBCA;Societal productivity gains do not put groceries on the table for the single mom in Akron though.;societal productivity gain not put grocery table single mom akron;-0.5120000243186951;Negative
UCYJ2e8jqol8mSWg4Spj3Mfg;@zabrak999;He explicitly stated that it can be harmful;2024-02-27T01:18:45Z;7;UCjL3-MX4ZW_qMz5iYtJO99g;He explicitly stated that it can be harmful;explicitly state harmful;-0.8479999899864197;Negative
UCFIZ-fmVSoJaCQ3sVGa-0Ew;@robertafelice7687;Brilliant man, always inspiring!;2024-02-24T19:32:23Z;7;;Brilliant man, always inspiring!;brilliant man always inspire;0.9409999847412109;Positive
UCoY_Y8qc9YhRnBtVPOZyQvw;@vicchris3943;Job is collection of tasks;2024-02-20T02:16:18Z;6;;Job is collection of tasks;job collection task;0.007000000216066837;Negative
UC6cTZ7X6KLPDxhaNH_0dAMQ;@fanban2926;Yes;2024-02-19T00:50:31Z;6;UC-uNBVEIbOpeIkSyE_pq6nA;Yes;yes;0.3790000081062317;Negative
UCAyr4rN6oZREZatOFUdeIGg;@bobmishima3295;"&quot;efficiency&quot; and &quot;productivity&quot; are just the gentle terms management uses to justify layoffs";2024-03-09T17:49:00Z;5;;Efficiency and productivity are just the gentle terms management uses to justify layoffs;efficiency productivity gentle term management use justify layoff;-0.7279999852180481;Negative
UC-u21man8otyAm2krPbMPIw;@user-xedwsg;No. A.i. will replace every job eventually. my friend, AGI is not a joke...;2024-03-04T12:29:41Z;5;UCiKvIUMWYv1U0GWpdGqv3iw;No. A.i. will replace every job eventually. My friend, AGI is not a joke...;a.i replace job eventually friend agi not joke;-0.11400000005960464;Negative
