id;name;text;time;likes;reply;CleanedText;ProcessText;SentimentScore;ActualLabel
UCXDXr0Y9pKAfSci8S241kGg;@JohnPatersonAu;"I didn&#39;t know Jon Stewart was back! (I&#39;m in Australia) This is awesome! He is the funniest guy ever! 👍👍👍👍👍👍";2024-04-26T10:22:47Z;5;;I did not know Jon Stewart was back! I m in Australia This is awesome! He is the funniest guy ever!;not know jon stewart back australia awesome funny guy ever;0.8479999899864197;Positive
UC9WodL6yA1rEaIVSFVLfDyg;@karolinawww6834;"I lost my job last week because of AI. I&#39;m a translator and my bosses decided that it&#39;s better to have AI doing an ok job than an actual human even correcting it. It was never my dream job but still, a bit surreal";2024-04-22T07:49:04Z;2;;I lost my job last week because of AI. I m a translator and my bosses decided that it .better to have AI doing an ok job than an actual human even correcting it. It was never my dream job but still, a bit surreal;lose job last week ai translator boss decide .better ai ok job actual human even correct never dream job still bit surreal;-0.25600001215934753;Negative
UCk0KG_t3q7MundAgukvWwUA;@AlexW1495;So now you have 2 restaurants with half the clientele, and, in your fantasy, even with lower prices. Do you not see the absurdity of your idea?;2024-04-21T00:35:37Z;2;UCMTP8mZmgTEZ2ImR2v2r6yg;So now you have 2 restaurants with half the clientele, and, in your fantasy, even with lower prices. Do you not see the absurdity of your idea?;restaurant clientele fantasy even low price not see absurdity idea;-0.7979999780654907;Negative
UCVu7uZiEdE-7r4TaTtw3vKg;@Shevock;AI is merely the theft of intellectual property. As a person who does research in my field and publishes, I say I refuse to cooperate with the theft of my intellectual property without reference to me every time. And yet it still steals. It is designed to steal in the same way translation apps stole from language scholars. Lots of labor not being referenced.;2024-04-20T09:05:01Z;2;;AI is merely the theft of intellectual property. As a person who does research in my field and publishes, I say I refuse to cooperate with the theft of my intellectual property without reference to me every time. And yet it still steals. It is designed to steal in the our way translation apps stole from language scholars. Lots of labor not being referenced.;ai merely theft intellectual property person research field publishes say refuse cooperate theft intellectual property reference time yet still steal design steal way translation apps stole language scholar lot labor not reference;-0.8980000019073486;Negative
UCGgkHyFTAW28Y4U_B2I0cDA;@edwardbrennan3963;And when AI starts spitting out bad data without enough people to check the work, they will blame the remaining workers for not spotting it;2024-05-07T18:43:37Z;1;;And when AI starts spitting out bad data without enough people to check the work, they will blame the remaining workers for not spotting it;ai start spit bad data enough people check work blame remain worker not spot;-0.902999997138977;Negative
UC8RkjoWtXm313kTqIK7LXbw;@thedude7319;these people are just religious zealots but for ai;2024-04-23T13:15:25Z;1;;These people are just religious zealots but for AI;people religious zealot ai;-0.8190000057220459;Negative
UC4WdMBzfMIbKHXw3_VCwWiQ;@nwlk9262;AI = All Indian + Mark Zuckerberg;2024-04-23T07:20:13Z;1;;AI All Indian Mark Zuckerberg;ai indian mark zuckerberg;0.024000000208616257;Negative
UC3kNatlvEY8MIAmH7Wm5y-g;@jensboettiger5286;"&quot;AI&quot; is just Clippy with a bigger database. Useless and annoying";2024-04-21T16:04:36Z;1;;AI is just Clippy with a bigger database. Useless and annoying;ai clippy big database useless annoy;-0.8019999861717224;Negative
UCk0KG_t3q7MundAgukvWwUA;@AlexW1495;Stop it by any and all means? Being a defeatist traitor helps no one.;2024-04-21T00:36:03Z;1;UCULfHhqw4pGNHn0AhWuAloA;Stop it by any and all means? Being a defeatist traitor helps no one.;stop mean defeatist traitor help one;-0.6990000009536743;Negative
UCmj1qc7v7M-Tc7Td9qtbojA;@LordSlag;Sometimes, I come back here and listen to this just to drink Luddite tears.  Evolve...or go extinct.;2024-04-20T05:44:50Z;1;;Sometimes, I come back here and listen to this just to drink Luddite tears. Evolve...or go extinct.;sometimes come back listen drink luddite tear evolve go extinct;0.08900000154972076;Negative
UC4vK6EFGLz6qUPmZ-dBPYSw;@cherubin7th;So far AI turned into just better google, better stock photos, and better lsp for coding.;2024-04-19T20:22:21Z;1;;So far AI turned into just better google, better stock photos, and better LSP for coding.;far ai turn good google good stock photo good lsp cod;0.8930000066757202;Positive
UCClQ8BbZQVt2Zq8Y71eMb2A;@fredygump5578;"AI&#39;s potential to relay the contents of Wikipedia to us....  Wake me up when we &quot;actually&quot; invent AI.";2024-04-18T22:30:21Z;1;;AI .potential to relay the contents of Wikipedia to us.... Wake me up when we actually invent AI.;ai .potential relay content wikipedia .... wake actually invent ai;0.10100000351667404;Negative
UCLoYCOP7ViQ91O8M_t8xM6Q;@_Kaurus;Just maybe, Ai will make this show funny.  I nearly laughed at the Biden joke...almost had me.;2024-04-17T17:38:29Z;1;;Just maybe, Ai will make this show funny. I nearly laughed at the Biden joke...almost had me.;maybe ai make show funny nearly laugh biden joke almost;0.36500000953674316;Negative
UC--smPGvgpcxHcc0OegOz5Q;@lamaistul;Jon Stewart is the voice of reason.;2024-04-16T15:21:06Z;1;;Jon Stewart is the voice of reason.;jon stewart voice reason;0.7580000162124634;Positive
UCEPs6J8y8aE8KBXZGZbbbRQ;@drewb6107;"The only thing left on the planet will be corporations and CEOs. They will pay their prompt engineers just enough to eat and live in a box while the majority of profits and revenue will go towards company &#39;growth&#39; and the small group of people that are arrogant enough to think they can decide what&#39;s best for everyone. Oh and they will never cure anything that will hurt the pharmaceutical business so don&#39;t worry, cancer, heart disease and anything that is expensive to treat is here to stay. <br><br>A.I. is More important than fire and electricity? Does A.I. run on magic? What the f are we even doing? This is WRONG. America has lost it&#39;s way and we are lulled into a sense of security by the very thing that is going to destroy us and it&#39;s pedaled by the dubious creators who designed it SPECIFICALLY TO ELIMINATE THE NEED TO PAY PEOPLE A HONEST LIVING WAGE. <br><br>COVID proved americans do not have the spine to stand up and question things. This is the beginning of the end.";2024-04-15T17:43:37Z;1;;The only thing left on the planet will be corporations and CEOs. They will pay their prompt engineers just enough to eat and live in a box while the majority of profit is and revenue will go towards company growth and the small group of people that are arrogant enough to think they can decide what .best for everyone. Oh, and they will never cure anything that will hurt the pharmaceutical business. do not worry, cancer, heart disease and anything that is expensive to treat is here to stay. A.I. is More important than fire and electricity? Does A.I. run on magic? What the f are we even doing? This is WRONG. America has lost it .way, and we are lulled into a sense of security by the very thing that is going to destroy us and it .pedaled by the dubious creators who designed it SPECIFICALLY TO ELIMINATE THE NEED TO PAY PEOPLE A HONEST LIVING WAGE. COVID proved Americans do not have the spine to stand up and question things. This is the beginning of the end.;thing leave planet corporation ceo pay prompt engineer enough eat live box majority profit revenue go towards company growth small group people arrogant enough think decide .best everyone never cure anything hurt pharmaceutical business not worry cancer heart disease anything expensive treat stay a.i important fire electricity a.i run magic f even wrong america lose .way lull sense security thing go destroy .pedaled dubious creator design specifically eliminate need pay people honest living wage covid prove american not spine stand question thing beginning end;-0.597000002861023;Negative
UCLK8zbt1wiYh0kJrA5zAtrw;@stuartkosh9179;Funny... this is basically Ted Kazinskis manifesto;2024-04-15T17:27:29Z;1;;Funny... this is basically Ted Kaczynski manifesto;funny basically ted kaczynski manifesto;0.2590000033378601;Negative
UCML9sCXwr2f8hUI6JD3Mg0w;@876_FIRE;Anyone that can throw coal into a furnace can vote an AI ignoramus out.;2024-04-15T17:11:34Z;1;;Anyone that can throw coal into a furnace can vote an AI ignoramus out.;anyone throw coal furnace vote ai ignoramus;-0.7639999985694885;Negative
UCQfxrW0_BPCHXm6m2T9CFtw;@halfwall;"The point should be that AI can achieve its utopian potential IF its in the hands of the people and/or workers, and is open and transparent for all to use. In the hands of Microsoft et al it&#39;ll just replace jobs and generate profit.";2024-05-07T18:21:39Z;0;;The point should be that AI can achieve it is utopian potential IF it is in the hands of the people and or workers, and is open and transparent for all to use. In the hands of Microsoft et al. it ll just replace jobs and generate profit.;point ai achieve utopian potential hand people worker open transparent use hand microsoft al replace job generate profit;-0.2280000001192093;Negative
UCtODpHHsBm4tTRuxBqzV-oQ;@DELPHIIII;"I mean he&#39;s wrong on everything, but he&#39;s still funny lol";2024-05-07T17:14:59Z;0;;I mean he .wrong on everything, but he .still funny laugh out loud;mean .wrong everything .still funny loud;0.2199999988079071;Negative
UCHWKrIrhejWiH6kdOsDdoTQ;@user-cb5iy9cf9p;Are they using cultural differences to avoid stereotypes...waooo;2024-05-06T13:59:48Z;0;;Are they using cultural differences to avoid stereotypes...wazoo;use cultural difference avoid stereotype wazoo;-0.2770000100135803;Negative
UCQ68NMbtZvE4oyCWjDFyzmA;@scottdavis4439;"This show is garbage, same for his protege&#39;s show. Leftist trash all around.";2024-05-06T11:41:32Z;0;;This show is garbage, our for his protégé .show. Leftist trash all around.;show garbage protégé .show leftist trash;-0.5920000076293945;Negative
