id;name;text;time;likes;reply;CleanedText;ProcessText;SentimentScore;ActualLabel
UCOqYFxugh1fVMpJubC8mqVQ;@josidasilva5515;replace politicians with AI;2023-07-03T16:10:21Z;191;;Replace politicians with AI;replace politician ai;-0.3240000009536743;Negative
UCumzktl6xF3LlwFTnxvsOqg;@ArnoldVeeman;"I know my job as a composer will probably be replaced by ai, but I find it bittersweet (I know I am not allowed to think that way) that AI is also coming for the people that rejected my work because they rather used stock music (because it&#39;s cheaper, eventually) instead of a hand crafted original motion soundtrack. <br><br>But as I said for so many times: true quality will always prevail...";2023-07-06T06:17:38Z;138;;I know my job as a composer will probably be replaced by AI, but I find it bittersweet I know I am not allowed to think that way that AI is also coming for the people that rejected my work because they rather used stock music because it .cheaper, eventually instead of a handcrafted original motion soundtrack. But as I said for. Many times true quality will always prevail...;know job composer probably replace ai find bittersweet know not allow think way ai also come people reject work rather use stock music .cheaper eventually instead handcrafted original motion soundtrack say many time true quality always prevail;-0.13099999725818634;Negative
UC36qkGGJE-eoSHeAxs-cv2A;@general_electrics;"People seem to fall into two categories. Those who underestimate AI because they don&#39;t understand it. And those who over-estimate AI because they don&#39;t understand it.";2023-07-11T02:30:12Z;132;;People seem to fall into two categories. Those who underestimate AI because they do not understand it. And those who over estimate AI because they do not understand it.;people seem fall category underestimate ai not understand estimate ai not understand;-0.2619999945163727;Negative
UCczwri0ALfzErgjuM7Oo9yA;@BOMBON187;"When a CEO says they&#39;re not do doing any layoffs, they will be laying off people.";2023-07-04T17:31:28Z;105;;When a CEO says they re not do doing any layoffs, they will be laying off people.;ceo say not layoff lay people;-0.8560000061988831;Negative
UCgJ19001fs5W3SHNgvMQZPg;@nanthawatkridakorn9015;This entire video could have been written by AI for all we know.;2023-07-14T07:03:08Z;87;;This entire video could have been written by AI for all we know.;entire video write ai know;-0.6420000195503235;Negative
UCGO_qrPa98AQyrwdYBXGrVw;@oldhollywoodbriar;Oscar Wilde wrote that one day automatons would do all the labor and leave each person to find their inner artist. In reality AI is going to take all of the white collar and Artist jobs and send men back to fields to do labor.;2023-07-03T15:36:10Z;76;;Oscar Wilde wrote that one day automatons would do all the labor and leave each person to find their inner artist. In reality AI is going to take all the white collar and Artist jobs and send men back to fields to do labor.;oscar wilde write day automaton labor leave person find inner artist reality ai go take white collar artist job send men back field labor;-0.23199999332427979;Negative
UCRUekTktV8dN0WzHlz-wxPw;@thealaskanbascan6277;We need to really have a conversation about UBI now.;2023-07-03T19:08:17Z;43;;We need to really have a conversation about FBI now.;need really conversation fbi;-0.7260000109672546;Negative
UCCq2dKUGQjqx4dIVStqQpoA;@sngs9565;Can CEO jobs being replaced by AI? Oh...yes! The real question is whether AI increases productivity or NOT?;2023-07-07T06:59:54Z;33;;Can CEO job being replaced by AI? Oh...yes! The real question is whether AI increases productivity or NOT?;ceo job replace ai real question ai increase productivity not;0.17800000309944153;Negative
UC33CQ9FBw9q75-VNSeKZTjA;@djp1234;I just want the housing market to crash.;2023-07-03T15:43:40Z;33;;I just want the housing market to crash.;want housing market crash;-0.9480000138282776;Negative
UCcWcEDwsShjKwjMEolG5YIQ;@JTSunriseMusic;All boards need to replace CEOs with AI, most overpaid useless employees there are;2023-07-04T01:35:40Z;28;;All boards need to replace CEOs with AI, most overpaid useless employees there are;board need replace ceo ai overpaid useless employee;-0.9240000247955322;Negative
UCOfc2wdDqhOYSE5ZlqpWuGw;@gian19791;Hollywood was running out of ideas so AI took over and made original content 😮😢😂;2023-07-03T17:07:57Z;28;;Hollywood was running out of ideas. AI took over and made original content;hollywood run idea ai take make original content;0.010999999940395355;Negative
UC6JcCM5sHA32guz9qhiImhQ;@Whooshta;Or... and hear me out. Instead of the very short sighted UBI bandaid. We look at reworking our entire economy, supply chain and system of values as a species.;2023-07-03T16:30:12Z;27;UCBmHjRhhpYAdAFEDVcDZRzg;Or... and hear me out. Instead of the very short sighted FBI bandied. We look at reworking our entire economy, supply chain and system of values as a species.;hear instead short sight fbi bandy look rework entire economy supply chain system value specie;-0.1850000023841858;Negative
UCANuNFF8d-505_3KIB7PLIw;@buitrongkhoa;Andrew Yang warned us about this years ago, and people laughed at him;2023-07-03T15:54:16Z;26;;Andrew Yang warned us about this years ago, and people laughed at him;andrew yang warn year ago people laugh;-0.875;Negative
UCP_xYiAKfXb29oobdthFl5g;@TomNook.;Andrew Yang saw this almost 10 years ago!;2023-07-03T16:09:06Z;24;UCBmHjRhhpYAdAFEDVcDZRzg;Andrew Yang saw this almost 10 years ago!;andrew yang saw almost year ago;0.29600000381469727;Negative
UC7tNP4viHH86sDUwUxDgzUQ;@isaacl.2264;Maybe we can ask AI to solve the problems AI will cause labor;2023-07-04T22:27:13Z;23;;Maybe we can ask AI to solve the problems AI will cause labor;maybe ask ai solve problem ai cause labor;-0.17399999499320984;Negative
UCoGZXXnNPdL7AbCslANBqDw;@md.mohaiminulislam9618;"generative ai at its current form is not that useful to do creative stuff, it relies on its training data so it&#39;s hard to infer the creativity the user wants, basically have to guide it from step to step. It&#39;s rather good at doing repetitive tasks.";2023-07-03T16:24:48Z;22;;Generative AI at it is current form is not that useful to do creative stuff, it relies on it is training data. It .hard to infer the creativity the user wants, basically have to guide it from step to step. It .rather good at doing repetitive tasks.;generative ai current form not useful creative stuff rely train data .hard infer creativity user want basically guide step step .rather good repetitive task;-0.16200000047683716;Negative
UC88S_00DC-oKyOT3o_AsgYQ;@Hans5958;You want Skynet to be real?;2023-07-04T00:43:19Z;19;UCOqYFxugh1fVMpJubC8mqVQ;You want Skynet to be real?;want skynet real;-0.11900000274181366;Negative
