id;name;text;time;likes;reply;CleanedText;ProcessText;SentimentScore;ActualLabel
UCYs8idtQRO061k9Ej0Xny4A;@hanzojpalm7779;"So it turns out... Devin is a lie.<br><br>Search for &quot;Devin is a lie&quot;";2024-04-17T22:07:10Z;10;;So it turns out... Devin is a lie. Search for Devin is a lie;turn devin lie search devin lie;-0.6010000109672546;Negative
UC5OpK-u3EoOMptMByT4VPng;@dimitrisptrs;"That didn&#39;t age well";2024-04-16T10:00:12Z;8;;That did not age well;not age well;-0.9039999842643738;Negative
UCU7vMuGljoFxMZHmVEP9sTw;@satyamraj2476;"<a href=""https://www.youtube.com/watch?v=AgyJv2Qelwk&amp;t=35"">0:35</a> it aged well";2024-04-26T14:43:03Z;6;;a ref it aged well;ref age well;0.2840000092983246;Negative
UC3n-MbONU0i07NVRgVDmqRQ;@Jojo-sz9nu;Waiting for the next fireship video saying this shit is a scam 😂😂;2024-04-17T06:19:20Z;5;;Waiting for the next fire ship video saying this shit is a scam;wait next fire ship video say shit scam;-0.8410000205039978;Negative
UC6Qa_-o9PeZ-5gs1sFsgbeQ;@sidfoster1777;First AI came for the artists, i didn’t speak out because I was not an artist.<br>Then AI came for the musicians, i didn’t speak out because i was not a musician.<br>Then AI came for the writers, i didn’t speak out because I was not a writer.<br>Then AI came for me and the other programmers, and no one was left to speak for me.;2024-04-16T15:14:50Z;5;;First AI came for the artists, i did not speak out because I was not an artist. Then AI came for the musicians, i did not speak out because I was not a musician. Then AI came for the writers, i did not speak out because I was not a writer. Then AI came for me and the other programmers, and no one was left to speak for me.;first ai come artist not speak not artist ai come musician not speak not musician ai come writer not speak not writer ai come programmer one leave speak;-0.1899999976158142;Negative
UCWbeyDk-rhUVYuwgzO6kEfA;@markctaylormade;"Plot twist: AI coding is powered by a massive turk system: tasks are routed to billions of comp sci grads in India who can&#39;t get visas working in parallel";2024-04-23T22:55:07Z;4;;Plot twist AI coding is powered by a massive Turk system tasks are routed to billions of comp sci grads in India who can not get visas working in parallel;plot twist ai coding power massive turk system task rout billion comp sci grad india not get visas work parallel;-0.7720000147819519;Negative
UC7qOMRVf5mQOpOlnuKFWKMw;@leothelion8796;"<a href=""https://www.youtube.com/watch?v=AgyJv2Qelwk&amp;t=213"">3:33</a> &quot;smart people.&quot; Shit take. AIs cant fucking write a program to savs their life. Nothing but fear porn. If only the shit u said were true but theyre straight up dense as fuck.";2024-04-10T05:36:47Z;3;;a ref smart people. Shit take. AIs can not fucking write a program to SAVS their life. Nothing but fear porn. If only the shit you said were true but they are straight up dense as fuck.;ref smart people shit take ai not fuck write program savs life nothing fear porn shit say true straight dense fuck;-0.5569999814033508;Negative
UCsEVFOXwANPVtQ4tccfLfXA;@AverageTrainEnthusiast;You know this is literally the exact same thing the Art community said a year ago when Stable diffusion started pumping shit out.;2024-04-13T17:10:31Z;3;UCLsMfLx-WaargcPDmCS9fOw;You know this is literally the exact our thing the Art community said a year ago when Stable Diffusion started pumping shit out.;know literally exact thing art community say year ago stable diffusion start pump shit;-0.8930000066757202;Negative
UCX9QBogUOjm1gEuwxcjPo7g;@parkourboy890;"Turns out the Devin thing was a ruse: <a href=""https://www.youtube.com/watch?v=tNmgmwEtoWE"">https://youtu.be/tNmgmwEtoWE?si=Sf3O0E66Y7vSRRA5</a>";2024-04-25T20:51:31Z;2;;Turns out the Devin thing was a ruse a ref;turn devin thing ruse ref;-0.7089999914169312;Negative
UCVQFj43T20ohoRRyo0Ihp1Q;@xyroasura8780;Devin is a scam dw, ai isn’t that powerful yet;2024-04-14T03:02:19Z;2;UCrqxRY5dZMuiHlCmGSsMaHQ;Devin is a scam do, AI is not that powerful yet;devin scam ai not powerful yet;-0.8980000019073486;Negative
